date,FCT_Bias_1@20
2010-01-04,
2010-01-05,
2010-01-06,
2010-01-07,
2010-01-08,
2010-01-11,
2010-01-12,
2010-01-13,
2010-01-14,
2010-01-15,
2010-01-18,
2010-01-19,
2010-01-20,
2010-01-21,
2010-01-22,
2010-01-25,
2010-01-26,
2010-01-27,
2010-01-28,
2010-01-29,
2010-02-01,-2.2810650887574226
2010-02-02,-2.2268656716418054
2010-02-03,-0.9973753280839973
2010-02-04,-1.7086834733893583
2010-02-05,-1.486486486486461
2010-02-08,-1.3250000000000006
2010-02-09,-1.241935483870976
2010-02-10,-0.5966101694915105
2010-02-11,-0.6818181818182001
2010-02-12,-0.36042402826855013
2010-02-22,0.24295774647889204
2010-02-23,1.1349480968858123
2010-02-24,1.0000000000000113
2010-02-25,0.8732394366197046
2010-02-26,0.5977443609022668
2010-03-01,1.4423791821561427
2010-03-02,0.9550561797752767
2010-03-03,0.8555133079847898
2010-03-04,0.18039215686271382
2010-03-05,0.07200000000000457
2010-03-08,0.5439999999999906
2010-03-09,0.5387755102040759
2010-03-10,0.9050279329609302
2010-03-11,0.9289940828402561
2010-03-12,1.4674556213017058
2010-03-15,2.6795580110497434
2010-03-16,2.809782608695716
2010-03-17,2.898876404494375
2010-03-18,2.082872928176803
2010-03-19,3.062500000000004
2010-03-22,3.321243523316108
2010-03-23,2.9047619047618967
2010-03-24,2.1937172774869653
2010-03-25,2.7589743589744065
2010-03-26,2.9646464646465756
2010-03-29,4.712195121951281
2010-03-30,3.6086956521739677
2010-03-31,2.971698113207569
2010-04-01,2.9953271028037727
2010-04-02,2.8325581395349384
2010-04-06,2.831050228310509
2010-04-07,1.9641255605381358
2010-04-08,-0.3927125506072907
2010-04-09,-0.7550200803212948
2010-04-12,-1.3256704980842784
2010-04-13,-0.10188679245286099
2010-04-14,-0.2404580152671997
2010-04-15,-0.2938931297710077
2010-04-16,-0.3007812499999986
2010-04-19,0.4826254826254983
2010-04-20,0.36186770428015924
2010-04-21,0.5335968379446734
2010-04-22,0.21825396825396443
2010-04-23,0.3306122448979365
2010-04-26,-0.47580645161292284
2010-04-27,1.1400000000000006
2010-04-28,0.27843137254900324
2010-04-29,-0.22868217054266107
2010-04-30,0.04705882352940341
2010-05-04,0.17054263565891734
2010-05-05,0.7451737451737431
2010-05-06,0.38549618320610296
2010-05-07,0.5731707317073182
2010-05-10,1.9080459770114797
2010-05-11,0.9335937500000311
2010-05-12,1.2682926829268086
2010-05-13,0.9879518072289075
2010-05-14,0.7250996015936302
2010-05-17,0.6617100371746973
2010-05-18,1.3197026022304383
2010-05-19,2.0642857142857167
2010-05-20,2.708904109589032
2010-05-21,2.659999999999988
2010-05-24,1.9009584664536414
2010-05-25,0.9394904458598723
2010-05-26,1.4377104377104484
2010-05-27,0.9415807560137308
2010-05-28,-0.2889610389610449
2010-05-31,-0.22539682539681388
2010-06-01,-0.17142857142856904
2010-06-02,-1.1024844720496865
2010-06-03,-1.1912225705328987
2010-06-04,-0.6698412698412639
2010-06-07,-1.2229508196721202
2010-06-08,-2.079872204472864
2010-06-09,-2.0477707006369794
2010-06-10,-2.2140575079872176
2010-06-11,-1.2507836990595633
2010-06-17,-1.8885350318471403
2010-06-18,-2.01311475409837
2010-06-21,-1.5884353741496646
2010-06-22,-1.4034482758620805
2010-06-23,-1.2993197278911401
2010-06-24,-0.5138559748800391
2010-06-25,0.6115695780957483
2010-06-28,-0.6621899458472404
2010-06-29,-1.1288296380983494
2010-06-30,-0.7469530433529254
2010-07-01,-0.11080822063678458
2010-07-02,0.7456256515736339
2010-07-05,0.6998658788559688
2010-07-06,1.0335686468984053
2010-07-07,1.4259112405559884
2010-07-08,1.6751287630686336
2010-07-09,2.9249830077720786
2010-07-12,3.4779356396959824
2010-07-13,2.078233230587547
2010-07-14,1.247759080025623
2010-07-15,1.1340947603877127
2010-07-16,2.5604966699956275
2010-07-19,2.1981284285252896
2010-07-20,2.4630223912227254
2010-07-21,1.8457142857143112
2010-07-22,1.7052023121387652
2010-07-23,1.8775510204081554
2010-07-26,2.1385542168674716
2010-07-27,1.4584615384615347
2010-07-28,1.6645962732919115
2010-07-29,1.2902208201892669
2010-07-30,0.9398734177214846
2010-08-02,2.471810089020777
2010-08-03,1.8211143695014798
2010-08-04,2.448979591836749
2010-08-05,1.658263305322108
2010-08-06,2.151428571428577
2010-08-09,2.0355029585798827
2010-08-10,1.4849397590361344
2010-08-11,1.0278637770897678
2010-08-12,1.1437500000000205
2010-08-13,1.6523178807946661
2010-08-16,2.824840764331194
2010-08-17,2.970297029702986
2010-08-18,2.1199999999999735
2010-08-19,2.21594684385382
2010-08-20,0.8557377049180019
2010-08-23,1.2927631578946976
2010-08-24,-0.015923566878979212
2010-08-25,-0.35443037974680885
2010-08-26,-0.15210355987057156
2010-08-27,0.4627831715210295
2010-08-30,1.095879216833693
2010-08-31,-0.3772305899471738
2010-09-01,0.2856122518390195
2010-09-02,-0.5055531707692095
2010-09-03,-0.19137139514132534
2010-09-06,0.8254399951863889
2010-09-07,1.1840715465692915
2010-09-08,1.3361802559806104
2010-09-09,0.1897688160454408
2010-09-10,0.6591918282811512
2010-09-13,0.46432293726693186
2010-09-14,0.4340922257625954
2010-09-15,1.053357850376715
2010-09-16,0.8147598113835879
2010-09-17,1.9942629723624674
2010-09-20,3.9207034922214254
2010-09-21,2.2642952512969385
2010-09-27,1.5574213728682782
2010-09-28,1.3463960106784987
2010-09-29,0.23847695390780682
2010-09-30,0.3634496919917858
2010-10-08,0.5061475409836149
2010-10-11,3.305506216696266
2010-10-12,2.115384615384624
2010-10-13,2.23292469352014
2010-10-14,2.077060931899629
2010-10-15,2.1197183098591665
2010-10-18,2.118965517241376
2010-10-19,2.0052173913043507
2010-10-20,2.24958949096881
2010-10-21,2.7757575757575856
2010-10-22,2.4785185185185297
2010-10-25,3.0452616690240455
2010-10-26,2.028885832187073
2010-10-27,1.1246684350132619
2010-10-28,1.7738419618528671
2010-10-29,1.2369863013698745
2010-11-01,1.8958333333333368
2010-11-02,1.3861111111111037
2010-11-03,1.0295358649789026
2010-11-04,1.1706293706293913
2010-11-05,1.9054054054053937
2010-11-08,1.9572901325478813
2010-11-09,2.5205882352941074
2010-11-10,1.5525568181818172
2010-11-11,1.280112044817918
2010-11-12,-0.14211886304909538
2010-11-15,1.0734394124846924
2010-11-16,-0.08401970370572069
2010-11-17,-1.649187397896106
2010-11-18,-0.7876697248769569
2010-11-19,-0.817495641598742
2010-11-22,-1.1850246848001005
2010-11-23,-1.78106475296227
2010-11-24,-1.475084992326587
2010-11-25,-1.2770809469835558
2010-11-26,-1.7231322066300185
2010-11-29,-1.51122079424753
2010-11-30,-1.3733641724444619
2010-12-01,-1.3737475832750206
2010-12-02,-1.0566651101152347
