date,FCT_Cci@20
2019-12-06,
2019-12-09,
2019-12-10,
2019-12-11,
2019-12-12,
2019-12-13,
2019-12-16,
2019-12-17,
2019-12-18,
2019-12-19,
2019-12-20,
2019-12-23,
2019-12-24,
2019-12-25,
2019-12-26,
2019-12-27,
2019-12-30,
2019-12-31,
2020-01-02,
2020-01-03,40.802213001382796
2020-01-06,75.48669050456856
2020-01-07,34.811357448463745
2020-01-08,33.06797305572618
2020-01-09,34.948020349479776
2020-01-10,188.68315958715513
2020-01-13,156.8570879015183
2020-01-14,147.08035877722824
2020-01-15,201.52671755725163
2020-01-16,169.70750072400918
2020-01-17,156.38930163447208
2020-01-20,110.47586047586034
2020-01-21,75.87235996326903
2020-01-22,7.9877112135171195
2020-01-23,-87.76128929312314
2020-02-03,-355.09124708716246
2020-02-04,-223.8069116840372
2020-02-05,-170.29829064931442
2020-02-06,-122.05575036305
2020-02-07,-80.06726167378099
2020-02-10,-94.73684210526326
2020-02-11,-74.72309472640087
2020-02-12,-59.92952561270684
2020-02-13,-52.59677501398858
2020-02-14,-51.3945704722945
2020-02-17,-38.06184414462458
2020-02-18,-30.122397075186864
2020-02-19,-25.801363303475412
2020-02-20,-32.3188542353719
2020-02-21,-30.532674354750316
2020-02-24,-19.034354688950668
2020-02-25,80.60179623591328
2020-02-26,30.54806828391714
2020-02-27,-13.811642565814005
2020-02-28,-86.8972899333438
2020-03-02,21.251002405772912
2020-03-03,3.112967969199638
2020-03-04,-63.351749539597606
2020-03-05,-195.24172381678093
2020-03-06,-219.89382509080835
2020-03-09,-324.643831464079
2020-03-10,-171.0537105371063
2020-03-11,-64.94305940289229
2020-03-12,-163.34505666275913
2020-03-13,-161.1690788735558
2020-03-16,-154.90654793348963
2020-03-17,-180.53691275167705
2020-03-18,-179.30820536683748
2020-03-19,-203.34834540826316
2020-03-20,-158.93670960273124
2020-03-23,-167.81799760523157
2020-03-24,-150.15015015015015
2020-03-25,-128.4545967287084
2020-03-26,-136.87392055267716
2020-03-27,-134.72184816111562
2020-03-30,-151.1480068805622
2020-03-31,-122.58422772664802
2020-04-01,-104.53434699972853
2020-04-02,-82.07985143918279
2020-04-03,-85.23099449003949
2020-04-07,-74.03457843340516
2020-04-08,-72.10952920918884
2020-04-09,-58.71494497692567
2020-04-10,-74.57144310493942
2020-04-13,-98.46469349296092
2020-04-14,-106.61080074487904
2020-04-15,-42.042042042041516
2020-04-16,-18.87297550528693
2020-04-17,-44.60882343785403
2020-04-20,39.59490944306552
2020-04-21,2.0571967904564037
2020-04-22,-58.46384936857985
2020-04-23,46.18280719256839
2020-04-24,38.00639029558387
2020-04-27,58.07521254695021
2020-04-28,-84.90516219953795
2020-04-29,-123.47289900926054
2020-04-30,-133.72284967821182
2020-05-06,-69.51950808147963
2020-05-07,-62.22003748987691
2020-05-08,-104.44428526425398
2020-05-11,-195.80366786757472
2020-05-12,-156.73190760472616
2020-05-13,-101.23604494104598
2020-05-14,-110.92464982209627
2020-05-15,-81.28014439226592
2020-05-18,-40.61705210892933
2020-05-19,-28.22243651559006
2020-05-20,-22.147072475300263
2020-05-21,-0.6881523110458324
2020-05-22,-82.35010835540638
2020-05-25,-78.40757373467629
2020-05-26,67.01986754966859
2020-05-27,84.13416242698278
2020-05-28,104.94752623688014
2020-05-29,173.3752022076318
2020-06-01,161.68183788470023
2020-06-02,101.04417670682707
2020-06-03,137.3349516348526
2020-06-04,98.08811305070596
2020-06-05,73.0095804426832
2020-06-08,63.34716459197793
2020-06-09,-39.82102908277276
2020-06-10,-82.08616780045399
2020-06-11,-109.78593272171405
2020-06-12,-92.60106788710895
2020-06-15,-46.57534246575357
2020-06-16,-39.99999999999948
2020-06-17,-51.620111731843664
2020-06-18,-79.37853107344631
2020-06-19,-74.40860215053797
2020-06-22,-71.64835164835031
2020-06-23,-92.7336603012263
2020-06-24,-158.30115830115838
2020-06-29,-188.91096261513422
2020-06-30,-168.3274021352315
2020-07-01,-213.14397103870778
2020-07-02,-192.57295731782045
2020-07-03,-140.58592354412346
2020-07-06,-110.3752759381899
2020-07-07,-107.36791080950056
2020-07-08,-76.07361963190216
2020-07-09,-44.43051201671831
2020-07-10,-46.87898089171993
2020-07-13,-17.256141737469747
2020-07-14,-44.398907103825294
2020-07-15,-51.05438401775785
2020-07-16,-71.12344570511279
2020-07-17,-123.80782069623321
2020-07-20,-227.18938269449066
2020-07-21,-254.60230182474942
2020-07-22,-172.80646515533311
2020-07-23,-139.10993221338182
2020-07-24,-118.68101921242703
2020-07-27,-102.70680495826035
2020-07-28,-83.15543356714409
2020-07-29,-65.73317775184744
2020-07-30,-77.59303246239132
2020-07-31,-53.40619307832446
2020-08-03,18.510158013543993
2020-08-04,102.03493607059204
2020-08-05,127.35961768219852
2020-08-06,120.07912957467815
2020-08-07,167.57410768300022
2020-08-10,163.1176177008817
2020-08-11,134.2079983821224
2020-08-12,77.24400713837811
2020-08-13,55.35474303721162
2020-08-14,23.50896450786677
2020-08-17,-5.8170028131405
2020-08-18,10.619918699186938
2020-08-19,33.9315797153356
2020-08-20,65.64156800171325
2020-08-21,97.29587016108059
2020-08-24,121.15282751470576
2020-08-25,164.6408268674938
2020-08-26,152.00458116544215
2020-08-27,131.75371328445314
2020-08-28,122.87438771844762
2020-08-31,165.37082834942225
2020-09-01,187.99939880615048
2020-09-02,177.55366390227516
2020-09-03,157.28996882278014
2020-09-04,107.16230529094389
2020-09-07,112.74426819222604
2020-09-08,91.62262692516572
2020-09-09,55.91205920739769
2020-09-10,59.030289821308116
2020-09-11,69.2753538902634
2020-09-14,46.6534203476037
2020-09-15,-20.49062033664464
2020-09-16,-49.89074230328254
2020-09-17,-53.59892224788297
2020-09-18,-37.93885996529133
2020-09-21,-59.47180585296197
2020-09-22,-28.426092160383117
2020-09-23,15.506837974239964
2020-09-24,20.746744250485
2020-09-25,-15.02154104235762
2020-09-28,-30.443667755305665
2020-09-29,-59.48067632850214
2020-09-30,-41.44358516755944
2020-10-09,-68.9350976685568
2020-10-12,-19.92705275331332
2020-10-13,40.493827160494
2020-10-14,-14.70384241919753
2020-10-15,-88.44099344677667
2020-10-16,-119.75817532289147
2020-10-19,-194.48629503343633
2020-10-20,-207.5912408759137
2020-10-21,-158.08093882129526
2020-10-22,-145.4695611137329
2020-10-23,-155.90616566327645
2020-10-26,-138.99883232488685
2020-10-27,-110.10299166258024
2020-10-28,-109.31790499390952
2020-10-29,-117.53245171817574
2020-10-30,-125.26690391459023
2020-11-02,-89.21236578511206
2020-11-03,-90.24173216669158
2020-11-04,-98.8752089983279
2020-11-05,-115.06683506999306
2020-11-06,-106.43804593982546
2020-11-09,-143.1204960616721
2020-11-10,-140.80071974808777
2020-11-11,-132.99017313991598
2020-11-12,-134.20331883357434
2020-11-13,-102.16846680935086
2020-11-16,-68.10699588477328
2020-11-17,-66.03208179093969
2020-11-18,-82.3058737952346
2020-11-19,-47.345908974434565
2020-11-20,-74.5048988951425
2020-11-23,-109.69170499063115
2020-11-24,-134.2580123889043
2020-11-25,-149.89293361884407
2020-11-26,-140.64110863362856
2020-11-27,-85.9607376561575
2020-11-30,-129.4623655913994
2020-12-01,-199.47389319039084
2020-12-02,-194.00162118346427
2020-12-03,-171.941971645236
2020-12-04,-131.0990052108003
2020-12-07,-159.94338287331897
2020-12-08,-142.85483271074892
2020-12-09,-165.1853457619764
2020-12-10,-189.1369266167325
2020-12-11,-172.07827703072007
2020-12-14,-121.02858357241536
2020-12-15,-90.6589272277761
2020-12-16,-78.67671143137932
2020-12-17,-41.656536186076856
2020-12-18,-29.557873820168947
2020-12-21,58.58103461006499
2020-12-22,54.83142764691558
2020-12-23,60.06639474286606
2020-12-24,103.34734851135872
2020-12-25,104.87778135296766
2020-12-28,84.10086703289392
2020-12-29,27.087487999495842
2020-12-30,22.59871195674881
2020-12-31,35.85405689111995
2021-01-04,44.17416906456379
2021-01-05,33.34435828647745
2021-01-06,63.141417740952875
2021-01-07,90.12942152109613
2021-01-08,39.9666726210009
2021-01-11,-71.98269867122502
2021-01-12,-159.84113598175557
2021-01-13,-184.07123094999457
2021-01-14,-160.71408111738114
2021-01-15,-115.26829461703046
2021-01-18,-93.1738049823703
2021-01-19,-75.95770069538692
2021-01-20,-33.95163055373155
2021-01-21,-25.020850708924797
2021-01-22,-37.5384615384616
2021-01-25,-28.991035666602908
2021-01-26,2.496615503630567
2021-01-27,-18.32823203614686
2021-01-28,31.48230746357447
2021-01-29,87.26846767699034
2021-02-01,71.68737060041373
2021-02-02,84.6103327495619
2021-02-03,112.09114296214634
2021-02-04,134.52367326694946
2021-02-05,122.32519590114511
2021-02-08,121.6009776963029
2021-02-09,84.53545848885314
2021-02-10,42.92435758233785
2021-02-18,123.85152517456785
2021-02-19,139.99301688810436
2021-02-22,224.71714534377668
2021-02-23,273.30457704289455
2021-02-24,225.9371833839921
2021-02-25,224.16470066340048
2021-02-26,185.78543091077924
2021-03-01,180.89811192379642
2021-03-02,157.74195540732472
2021-03-03,149.37254376563078
2021-03-04,94.46984822137789
2021-03-05,62.73373967566848
2021-03-08,94.86059092800672
2021-03-09,109.96500087241236
2021-03-10,104.7589711997538
2021-03-11,71.5766056465873
2021-03-12,54.38631656310551
2021-03-15,69.5937765951071
2021-03-16,76.47262370571453
2021-03-17,102.52629070217779
2021-03-18,122.26344463384483
2021-03-19,87.66201642426044
2021-03-22,73.29012686155532
2021-03-23,32.500990883868305
2021-03-24,-6.151914626490456
2021-03-25,-34.290687554394694
2021-03-26,-58.82019606731959
2021-03-29,-77.01564380264648
2021-03-30,-87.9539733908664
2021-03-31,-61.63235786985579
2021-04-01,-40.82832625911856
2021-04-02,7.293946024799517
2021-04-06,-51.05762217359662
2021-04-07,-128.28980286200303
2021-04-08,-170.97620390340276
2021-04-09,-202.16934898233418
2021-04-12,-232.6392444994103
2021-04-13,-171.2866712175028
2021-04-14,-136.4900364508454
2021-04-15,-139.53767328340038
2021-04-16,-115.64986530741851
2021-04-19,-45.15069878145031
2021-04-20,-11.058319079676167
2021-04-21,-35.55065183698256
2021-04-22,-45.82665966851004
2021-04-23,-50.249293722350934
2021-04-26,-32.54349305190727
2021-04-27,31.2417427007504
2021-04-28,66.64396185949295
2021-04-29,116.32290309564591
2021-04-30,153.26187722761975
2021-05-06,249.98128947730123
2021-05-07,216.7236066244252
2021-05-10,168.77777250660193
2021-05-11,138.39776553099335
2021-05-12,154.58729818034362
2021-05-13,137.38547583295266
2021-05-14,105.42712941616308
2021-05-17,114.57179566700619
2021-05-18,88.75687439343604
2021-05-19,43.261214260140385
2021-05-20,-10.31823612468776
2021-05-21,-4.195481788842942
2021-05-24,-14.503532911863376
2021-05-25,8.34682349405411
2021-05-26,9.66681502650937
2021-05-27,-9.746322357334462
2021-05-28,28.61645909947732
2021-05-31,47.954866008463256
2021-06-01,131.81574250876665
2021-06-02,164.0311596230994
2021-06-03,116.67408868248562
2021-06-04,77.33494363929164
2021-06-07,71.57320872274136
2021-06-08,49.61096987905448
2021-06-09,31.12013143906473
2021-06-10,-31.809300508010217
2021-06-11,-23.46150083162129
2021-06-15,-20.55258137960792
2021-06-16,-10.694159836065632
2021-06-17,31.90702588483881
2021-06-18,9.226180153307428
2021-06-21,12.474747474747387
2021-06-22,-3.3409003298069955
2021-06-23,-20.756229953120794
2021-06-24,32.04315751844323
2021-06-25,114.81228224414727
2021-06-28,63.425925925926286
2021-06-29,-14.967387572949587
