date,FCT_Cmf_1@20
2019-12-06,
2019-12-09,
2019-12-10,
2019-12-11,
2019-12-12,
2019-12-13,
2019-12-16,
2019-12-17,
2019-12-18,
2019-12-19,
2019-12-20,
2019-12-23,
2019-12-24,
2019-12-25,
2019-12-26,
2019-12-27,
2019-12-30,
2019-12-31,
2020-01-02,
2020-01-03,-0.2455380432069323
2020-01-06,-0.24203231039335332
2020-01-07,-0.25455445684181266
2020-01-08,-0.36588645414845034
2020-01-09,-0.3566481861907297
2020-01-10,-0.27143309922782477
2020-01-13,-0.2784495306211486
2020-01-14,-0.21539060677957575
2020-01-15,-0.33803999610600355
2020-01-16,-0.31048873686049966
2020-01-17,-0.2584119266039653
2020-01-20,-0.17111298075448728
2020-01-21,-0.1501794739387047
2020-01-22,-0.13377850462433657
2020-01-23,-0.1274472799675843
2020-02-03,-0.14111056697231897
2020-02-04,-0.03863236768957179
2020-02-05,-0.11494961224716062
2020-02-06,-0.06984538679442016
2020-02-07,-0.06954409036029756
2020-02-10,-0.08175085532846024
2020-02-11,-0.08093867426323749
2020-02-12,-0.06832952367777649
2020-02-13,-0.063740597555938
2020-02-14,-0.0881880020998046
2020-02-17,-0.17298795605186493
2020-02-18,-0.1854446556181163
2020-02-19,-0.18323075278924683
2020-02-20,-0.09562898786343035
2020-02-21,-0.04113826542808843
2020-02-24,-0.027769883143954507
2020-02-25,-0.04351171290228509
2020-02-26,-0.044539698264484194
2020-02-27,-0.03584631282388422
2020-02-28,0.002332668774493614
2020-03-02,0.08490236249307033
2020-03-03,-0.004249110435918107
2020-03-04,-0.006578971307878378
2020-03-05,-0.07741090315401368
2020-03-06,-0.03034337739517469
2020-03-09,0.012571271366489254
2020-03-10,-0.01193444103716057
2020-03-11,-0.04630662903365963
2020-03-12,-0.0801375096498107
2020-03-13,-0.08952273837504221
2020-03-16,-0.13953821739978647
2020-03-17,-0.17032356276855645
2020-03-18,-0.21763371444905033
2020-03-19,-0.2369515247130465
2020-03-20,-0.2390978045318455
2020-03-23,-0.2655841037566842
2020-03-24,-0.2633236286686797
2020-03-25,-0.23783559379846766
2020-03-26,-0.25881643241328994
2020-03-27,-0.2907880293030079
2020-03-30,-0.3644643596978954
2020-03-31,-0.3112654943044545
2020-04-01,-0.2941160643664374
2020-04-02,-0.2509479630260966
2020-04-03,-0.27509707533243616
2020-04-07,-0.3522041864669785
2020-04-08,-0.37211288659661995
2020-04-09,-0.3109609450161784
2020-04-10,-0.3029963846817988
2020-04-13,-0.3459776942711741
2020-04-14,-0.25593684904710895
2020-04-15,-0.1129034177873507
2020-04-16,-0.268061076585837
2020-04-17,-0.23339712081142538
2020-04-20,-0.19249061009547633
2020-04-21,-0.21966500863387553
2020-04-22,-0.19359268308204317
2020-04-23,-0.171728860530739
2020-04-24,-0.1468157795128184
2020-04-27,-0.1625195185573701
2020-04-28,-0.17027930010240924
2020-04-29,-0.20217636056074134
2020-04-30,-0.19771760371938987
2020-05-06,-0.2074167504603052
2020-05-07,-0.20620721828399344
2020-05-08,-0.22597609612312744
2020-05-11,-0.22098952993184723
2020-05-12,-0.1675586784260705
2020-05-13,-0.13425103863062035
2020-05-14,-0.11618899228197875
2020-05-15,-0.1246902366445424
2020-05-18,-0.1240916184060982
2020-05-19,-0.06565884199112193
2020-05-20,-0.053471924189769024
2020-05-21,-0.07065831411317457
2020-05-22,-0.1074593149503994
2020-05-25,-0.02039441891529158
2020-05-26,0.06024292394633933
2020-05-27,0.04297125087864843
2020-05-28,0.059382311413829256
2020-05-29,0.08080078372855766
2020-06-01,0.07799816354010172
2020-06-02,0.090697376532505
2020-06-03,0.1312563277448184
2020-06-04,0.09874428150527507
2020-06-05,0.12788964590685115
2020-06-08,0.12379806101759759
2020-06-09,0.04431293371900304
2020-06-10,0.014389836025398567
2020-06-11,0.025706180228007438
2020-06-12,0.038621691328952865
2020-06-15,0.028152463788919852
2020-06-16,0.06970660120935518
2020-06-17,0.04155934591806428
2020-06-18,0.030272910751751293
2020-06-19,0.08970221097602273
2020-06-22,0.02945931270864683
2020-06-23,-0.0530175396363357
2020-06-24,-0.09831979834306225
2020-06-29,-0.10692326818720997
2020-06-30,-0.14222254047428662
2020-07-01,-0.17307893299707802
2020-07-02,-0.13236575722893026
2020-07-03,-0.1673713343099896
2020-07-06,-0.09130002831787842
2020-07-07,-0.1426417229571563
2020-07-08,-0.04644719069348639
2020-07-09,0.029731575991863782
2020-07-10,0.05729470690197561
2020-07-13,0.01996968761742869
2020-07-14,0.004383879062571874
2020-07-15,-0.025467934171455337
2020-07-16,-0.07851108821365939
2020-07-17,-0.0805665044712082
2020-07-20,-0.18541359785412892
2020-07-21,-0.19178600962519063
2020-07-22,-0.21403202674453936
2020-07-23,-0.18096523528119973
2020-07-24,-0.17220668865863542
2020-07-27,-0.14932653858486358
2020-07-28,-0.13623739458847606
2020-07-29,-0.12534291399691005
2020-07-30,-0.1690911639607261
2020-07-31,-0.17390154328482255
2020-08-03,-0.0805976426746712
2020-08-04,0.035289200262743285
2020-08-05,-0.06115747490670558
2020-08-06,-0.05463829421521761
2020-08-07,0.12422835744770887
2020-08-10,0.023881115555680635
2020-08-11,-0.041978233416479056
2020-08-12,-0.0883994619131126
2020-08-13,-0.08979678159310626
2020-08-14,-0.11806961142822027
2020-08-17,-0.04865317033505625
2020-08-18,-0.036800864751979
2020-08-19,0.002457084660386074
2020-08-20,0.035606894223602706
2020-08-21,-0.039185665734441585
2020-08-24,0.020993263176211082
2020-08-25,0.0796353724397651
2020-08-26,0.07373351805131852
2020-08-27,0.03868628111620274
2020-08-28,0.06337859666549585
2020-08-31,0.0821211469775125
2020-09-01,0.03806645226520168
2020-09-02,0.1227602346607428
2020-09-03,0.07412334684572348
2020-09-04,0.037123107204495576
2020-09-07,0.10663226534868468
2020-09-08,0.09754027120357461
2020-09-09,0.09204816419421892
2020-09-10,0.07959895603849433
2020-09-11,0.13588016106054873
2020-09-14,0.07456702894376212
2020-09-15,0.0022576119599764543
2020-09-16,0.01852360806419714
2020-09-17,-0.012426843068067742
2020-09-18,0.05067104645327265
2020-09-21,0.0009436107175522222
2020-09-22,0.016644548903492117
2020-09-23,0.0715842947025708
2020-09-24,0.08903239521188262
2020-09-25,0.06020473158882305
2020-09-28,-0.0025593696682714917
2020-09-29,0.005264378227903899
2020-09-30,-0.023841768681159736
2020-10-09,-0.004047115438009924
2020-10-12,-0.00891999773050453
2020-10-13,-0.04922889685872291
2020-10-14,-0.027799386007997123
2020-10-15,-0.03356554405422225
2020-10-16,-0.003327787471435352
2020-10-19,-0.08846963876134435
2020-10-20,-0.005062250934132735
2020-10-21,0.1001796088235265
2020-10-22,0.048226958719608214
2020-10-23,0.03663979193683141
2020-10-26,0.023388403893504193
2020-10-27,0.05936892005531987
2020-10-28,0.00750508116887452
2020-10-29,-0.09878732497346425
2020-10-30,-0.12777484336757708
2020-11-02,-0.06977856207998673
2020-11-03,-0.041845060870926334
2020-11-04,-0.05806632626783793
2020-11-05,-0.11065830451525817
2020-11-06,-0.13869778745407554
2020-11-09,-0.21192907390617244
2020-11-10,-0.18546043329604114
2020-11-11,-0.19118208455137742
2020-11-12,-0.12302491570836456
2020-11-13,-0.1279040423129966
2020-11-16,-0.08029017698173312
2020-11-17,-0.13754458479163006
2020-11-18,-0.17635376621369359
2020-11-19,-0.12377339082214166
2020-11-20,-0.11523612423803246
2020-11-23,-0.13515303649822988
2020-11-24,-0.17284400370682196
2020-11-25,-0.23047220933914087
2020-11-26,-0.20028022160550885
2020-11-27,-0.10160588629171624
2020-11-30,-0.2038997106038523
2020-12-01,-0.22054819437891104
2020-12-02,-0.2350511582951531
2020-12-03,-0.19268026719205553
2020-12-04,-0.18566778971821163
2020-12-07,-0.19070448252468813
2020-12-08,-0.21591565523232537
2020-12-09,-0.260968047570357
2020-12-10,-0.3337280136560953
2020-12-11,-0.38454099189867924
2020-12-14,-0.300073297349031
2020-12-15,-0.2913822185448444
2020-12-16,-0.2919451612687693
2020-12-17,-0.29461186217195023
2020-12-18,-0.26618600575844387
2020-12-21,-0.20819980751654388
2020-12-22,-0.20614880708702893
2020-12-23,-0.12087196066206886
2020-12-24,-0.11441794222750065
2020-12-25,-0.17145553891231916
2020-12-28,-0.16628008099933553
2020-12-29,-0.14201525013849267
2020-12-30,-0.11223619074260822
2020-12-31,-0.11354061031066019
2021-01-04,-0.09314412755091021
2021-01-05,-0.07909388661163011
2021-01-06,-0.009631872953484909
2021-01-07,0.001822618287880525
2021-01-08,0.03221593789817779
2021-01-11,0.013178446574950433
2021-01-12,-0.04543097792566521
2021-01-13,-0.07068751426496472
2021-01-14,-0.04495520556540376
2021-01-15,-0.03523799079960373
2021-01-18,-0.004195360926329622
2021-01-19,-0.07371862488863447
2021-01-20,-0.010269968439772273
2021-01-21,-0.09445779529979358
2021-01-22,-0.13641252181787292
2021-01-25,-0.08215197140239881
2021-01-26,-0.0363090175571411
2021-01-27,-0.03331372452216674
2021-01-28,-0.001582632859072168
2021-01-29,0.002833161137139549
2021-02-01,-0.026474792696120596
2021-02-02,0.004905328097514234
2021-02-03,-0.01865464586969687
2021-02-04,0.052574113037423896
2021-02-05,0.105153076307301
2021-02-08,0.22822637390021677
2021-02-09,0.21243340772081876
2021-02-10,0.22533364115227297
2021-02-18,0.2357500837964264
2021-02-19,0.21405987215167016
2021-02-22,0.22678473528129925
2021-02-23,0.18157907226778278
2021-02-24,0.14358893827020358
2021-02-25,0.2068697345158429
2021-02-26,0.23023049828371533
2021-03-01,0.23445314400880715
2021-03-02,0.24318865933224054
2021-03-03,0.13678498487733592
2021-03-04,0.008731805122658117
2021-03-05,0.02610012878330765
2021-03-08,0.1378540172788647
2021-03-09,0.13166144738439037
2021-03-10,0.1559926807803284
2021-03-11,0.10629730880946708
2021-03-12,0.07508362887023573
2021-03-15,0.11465006940987606
2021-03-16,0.08300889741879017
2021-03-17,0.14129660763248586
2021-03-18,0.13944194586554987
2021-03-19,0.09654918960596999
2021-03-22,0.02229349358839788
2021-03-23,0.0328557282738892
2021-03-24,0.05280235795905554
2021-03-25,0.014053825715077958
2021-03-26,0.04521033971928892
2021-03-29,-0.007743274538836364
2021-03-30,-0.00163671993711267
2021-03-31,0.039426285973134446
2021-04-01,0.10613288258836585
2021-04-02,0.07309514419035001
2021-04-06,-0.002407520592872411
2021-04-07,-0.019602805849561002
2021-04-08,-0.07093910425923178
2021-04-09,-0.07455520390091376
2021-04-12,-0.034315673871601435
2021-04-13,-0.08753109401640899
2021-04-14,-0.04210968796075098
2021-04-15,-0.15510463072985928
2021-04-16,-0.1374524902012068
2021-04-19,-0.02347851809253582
2021-04-20,0.06156770599454985
2021-04-21,0.015640998271601873
2021-04-22,-0.032117503866642895
2021-04-23,-0.04280750060233196
2021-04-26,-0.04066229994615577
2021-04-27,0.05038224738964113
2021-04-28,0.04858511669065192
2021-04-29,0.10123834521523496
2021-04-30,0.13391770596971955
2021-05-06,0.18271399927263995
2021-05-07,0.17905263580788275
2021-05-10,0.20646950251003107
2021-05-11,0.16281995658889342
2021-05-12,0.22977194198748443
2021-05-13,0.15968708588744931
2021-05-14,0.12151175078024669
2021-05-17,0.08689458049076083
2021-05-18,0.12306662823682239
2021-05-19,0.07477132686607477
2021-05-20,0.05155988008659089
2021-05-21,0.035425127706807114
2021-05-24,0.08203510680959167
2021-05-25,0.10522392652990055
2021-05-26,0.1274792641055125
2021-05-27,0.11699836926835383
