date,FCT_Bias_1@120
2010-01-04,
2010-01-05,
2010-01-06,
2010-01-07,
2010-01-08,
2010-01-11,
2010-01-12,
2010-01-13,
2010-01-14,
2010-01-15,
2010-01-18,
2010-01-19,
2010-01-20,
2010-01-21,
2010-01-22,
2010-01-25,
2010-01-26,
2010-01-27,
2010-01-28,
2010-01-29,
2010-02-01,
2010-02-02,
2010-02-03,
2010-02-04,
2010-02-05,
2010-02-08,
2010-02-09,
2010-02-10,
2010-02-11,
2010-02-12,
2010-02-22,
2010-02-23,
2010-02-24,
2010-02-25,
2010-02-26,
2010-03-01,
2010-03-02,
2010-03-03,
2010-03-04,
2010-03-05,
2010-03-08,
2010-03-09,
2010-03-10,
2010-03-11,
2010-03-12,
2010-03-15,
2010-03-16,
2010-03-17,
2010-03-18,
2010-03-19,
2010-03-22,
2010-03-23,
2010-03-24,
2010-03-25,
2010-03-26,
2010-03-29,
2010-03-30,
2010-03-31,
2010-04-01,
2010-04-02,
2010-04-06,
2010-04-07,
2010-04-08,
2010-04-09,
2010-04-12,
2010-04-13,
2010-04-14,
2010-04-15,
2010-04-16,
2010-04-19,
2010-04-20,
2010-04-21,
2010-04-22,
2010-04-23,
2010-04-26,
2010-04-27,
2010-04-28,
2010-04-29,
2010-04-30,
2010-05-04,
2010-05-05,
2010-05-06,
2010-05-07,
2010-05-10,
2010-05-11,
2010-05-12,
2010-05-13,
2010-05-14,
2010-05-17,
2010-05-18,
2010-05-19,
2010-05-20,
2010-05-21,
2010-05-24,
2010-05-25,
2010-05-26,
2010-05-27,
2010-05-28,
2010-05-31,
2010-06-01,
2010-06-02,
2010-06-03,
2010-06-04,
2010-06-07,
2010-06-08,
2010-06-09,
2010-06-10,
2010-06-11,
2010-06-17,
2010-06-18,
2010-06-21,
2010-06-22,
2010-06-23,
2010-06-24,
2010-06-25,
2010-06-28,
2010-06-29,
2010-06-30,
2010-07-01,
2010-07-02,
2010-07-05,0.17572914735122713
2010-07-06,0.4530710932700762
2010-07-07,-0.15001212584656762
2010-07-08,0.16392030064915097
2010-07-09,-0.47508476690892454
2010-07-12,-1.3173882100588956
2010-07-13,-1.8493964586059057
2010-07-14,-1.4289701171935048
2010-07-15,-1.7556408604259013
2010-07-16,-1.0945396633067326
2010-07-19,-0.5084001743972084
2010-07-20,-0.8471675080680614
2010-07-21,-1.582293019267228
2010-07-22,-1.2279256291698997
2010-07-23,-0.8160916755048175
2010-07-26,-0.2698272982184684
2010-07-27,-1.1063609565199146
2010-07-28,-0.671072666711345
2010-07-29,-0.8116914385375898
2010-07-30,-0.2527291003720742
2010-08-02,0.6417409956334943
2010-08-03,0.8000455154692809
2010-08-04,0.869211155290423
2010-08-05,0.38564804448230156
2010-08-06,0.899230895000409
2010-08-09,0.7976475908852216
2010-08-10,1.2498810540771612
2010-08-11,1.505298695406968
2010-08-12,1.4059603769908116
2010-08-13,2.746443962492864
2010-08-16,2.9068554966246025
2010-08-17,2.6133278222188685
2010-08-18,2.6715718875128087
2010-08-19,2.640729483038324
2010-08-20,1.3768125692072075
2010-08-23,1.7540066071644005
2010-08-24,2.4485308697236214
2010-08-25,2.748133359101088
2010-08-26,2.905730867289452
2010-08-27,4.070855814298322
2010-08-30,3.901700764559731
2010-08-31,4.724726440148693
2010-09-01,4.706844289868176
2010-09-02,6.2116957454374395
2010-09-03,8.006733654713086
2010-09-06,9.449388067981046
2010-09-07,10.269113212293876
2010-09-08,9.520948788917257
2010-09-09,9.49646055529917
2010-09-10,11.673494523578364
2010-09-13,11.103171252685513
2010-09-14,12.494741057009918
2010-09-15,12.804983875331766
2010-09-16,12.202797739749204
2010-09-17,14.002102853594296
2010-09-20,17.0220556961087
2010-09-21,21.46004887304121
2010-09-27,20.48757323829254
2010-09-28,22.487449449028546
2010-09-29,17.506096470577916
2010-09-30,18.40860320747575
2010-10-08,21.75017199127927
2010-10-11,25.877574908220314
2010-10-12,23.39425245153977
2010-10-13,23.299173948121407
2010-10-14,25.721697026831173
2010-10-15,24.109047966098522
2010-10-18,21.527994826817707
2010-10-19,21.666633657791035
2010-10-20,22.44573608819725
2010-10-21,23.98052166246981
2010-10-22,24.171225253883698
2010-10-25,26.96633720958147
2010-10-26,28.26995867235205
2010-10-27,25.888725226837057
2010-10-28,28.103758714029635
2010-10-29,25.568500710913618
2010-11-01,28.16561447367579
2010-11-02,28.265878886474326
2010-11-03,29.858537730907365
2010-11-04,29.826547927824624
2010-11-05,32.371268843250505
2010-11-08,35.194295246256694
2010-11-09,33.92054318855445
2010-11-10,31.010444941404753
2010-11-11,27.804868829552635
2010-11-12,21.897680568146104
2010-11-15,18.328987492712546
2010-11-16,18.17471023875077
2010-11-17,15.117254803758138
2010-11-18,15.156973071115997
2010-11-19,14.125344882362626
2010-11-22,11.156666323761234
2010-11-23,9.65578004163167
2010-11-24,10.355338077432295
2010-11-25,9.223405383350292
2010-11-26,7.531310259293518
2010-11-29,8.709367190408921
2010-11-30,8.95372802075159
2010-12-01,8.5293959163826
2010-12-02,10.028263292958018
2010-12-03,10.562692554574602
2010-12-06,10.661863607720827
2010-12-07,11.1243167787305
2010-12-08,9.031517431269963
2010-12-09,8.832736692895772
2010-12-10,9.358680831428378
2010-12-13,10.423914816118542
2010-12-14,11.082604724428423
2010-12-15,9.709179403995607
2010-12-16,9.932931676453412
2010-12-17,10.0660090515951
2010-12-20,10.779808993121149
2010-12-21,11.461880880523596
2010-12-22,9.049650088140888
2010-12-23,9.148620153064412
2010-12-24,8.866022515027815
2010-12-27,8.492386930507172
2010-12-28,8.511376206959396
2010-12-29,8.127567933487104
2010-12-30,8.373485117773324
2010-12-31,8.806503261511311
2011-01-04,8.296023626021219
2011-01-05,8.30391956426241
2011-01-06,9.549113582438784
2011-01-07,7.748618045443495
2011-01-10,7.844436097605101
2011-01-11,8.254695631550284
2011-01-12,8.557351439708965
2011-01-13,8.261312520732908
2011-01-14,7.847564509911608
2011-01-17,7.85255552503793
2011-01-18,7.9167988640976645
2011-01-19,8.405363156740528
2011-01-20,8.16458873403575
2011-01-21,9.606027890099396
2011-01-24,10.98825959822474
2011-01-25,9.815072912623192
2011-01-26,9.55170537721761
2011-01-27,10.757548226925733
2011-01-28,10.005511436376501
2011-01-31,10.482703433382076
2011-02-01,11.388204276733747
2011-02-09,10.404832588602845
2011-02-10,10.684250597884834
2011-02-11,10.694112780803337
2011-02-14,9.752852900953888
2011-02-15,9.73769613658287
2011-02-16,10.097006876974797
2011-02-17,10.271730292765186
2011-02-18,9.024147831744044
2011-02-21,7.253614638107871
2011-02-22,6.665576521563519
2011-02-23,6.292108773134694
2011-02-24,4.358441986529927
2011-02-25,4.555290586088632
2011-02-28,6.418313022484606
2011-03-01,6.834869181835092
2011-03-02,6.8661915418078205
2011-03-03,5.9086838544122475
