date,FCT_Turnover
2019-04-30,17.88579211051121
2019-05-06,6.096012848264786
2019-05-07,4.2547105946067925
2019-05-08,3.2577677727752765
2019-05-09,2.8711921934662707
2019-05-10,2.874447121983955
2019-05-13,5.945119485471106
2019-05-14,13.968809732622725
2019-05-15,10.750882284444922
2019-05-16,10.212430065298362
2019-05-17,6.919408195494971
2019-05-20,6.957138862847651
2019-05-21,6.237734165923283
2019-05-22,11.848661656561312
2019-05-23,7.473656946480012
2019-05-24,7.1762962797302885
2019-05-27,11.406285303481566
2019-05-28,14.37091938240816
2019-05-29,6.457990976015198
2019-05-30,7.81120884644383
2019-05-31,5.994903550350546
2019-06-03,7.4817900093821965
2019-06-04,5.646949905249606
2019-06-05,4.172199018099216
2019-06-06,7.316027088036117
2019-06-10,4.437803058560239
2019-06-11,4.286712057281678
2019-06-12,3.881485409382405
2019-06-13,6.2089956209225425
2019-06-14,7.874872200784934
2019-06-17,3.8331759965057133
2019-06-18,6.6199834408635745
2019-06-19,4.9236675179174565
2019-06-20,3.407207879951639
2019-06-21,4.092203520417234
2019-06-24,2.7332648574042273
2019-06-25,2.2662588704273268
2019-06-26,1.726792662590328
2019-06-27,3.862907946150317
2019-06-28,2.8729962082817133
2019-07-01,2.0334264432029796
2019-07-02,2.3705530116238114
2019-07-03,2.379497129921578
2019-07-04,2.1883391943734014
2019-07-05,2.00446486068776
2019-07-08,2.394381798042527
2019-07-09,2.2475479872435167
2019-07-10,2.664232969318773
2019-07-11,1.851181660119776
2019-07-12,2.2673216870171435
2019-07-15,2.261142326052976
2019-07-16,1.3602133989945624
2019-07-17,2.327653231816625
2019-07-18,1.6681679093220705
2019-07-19,1.8556483934515318
2019-07-22,1.5157766716965835
2019-07-23,1.6653217420240423
2019-07-24,2.2317240813311723
2019-07-25,0.9278721321244626
2019-07-26,1.6683328432813878
2019-07-29,0.958403093828849
2019-07-30,1.2682288540491224
2019-07-31,0.8652212957023733
2019-08-01,1.2875621646782136
2019-08-02,1.2746508234313112
2019-08-05,1.5734620994919772
2019-08-06,3.013825537135487
2019-08-07,3.422904152060176
2019-08-08,2.9284638554216866
2019-08-09,2.427460568091139
2019-08-12,2.39820421466345
2019-08-13,1.6521257443567372
2019-08-14,1.6056863379450776
2019-08-15,1.01016718934143
2019-08-16,2.127052455681488
2019-08-19,1.0075384776463197
2019-08-20,1.453054419262907
2019-08-21,1.12074
2019-08-22,0.8898993242848519
2019-08-23,1.0170236351399502
2019-08-26,1.4996736498578798
2019-08-27,1.08135224523318
2019-08-28,0.913078075266804
2019-08-29,1.5118317977026423
2019-08-30,1.2806689853578943
2019-09-02,0.9699065420560747
2019-09-03,1.959090512604309
2019-09-04,2.9336789340645217
2019-09-05,2.569687626774848
2019-09-06,3.2763213441404933
2019-09-09,2.4406734896005284
2019-09-10,1.4001987442973938
2019-09-11,3.7006973196774897
2019-09-12,2.753610954792722
2019-09-16,2.5063959686016086
2019-09-17,1.423007573025604
2019-09-18,2.1575921453323534
2019-09-19,3.455311125078567
2019-09-20,1.7774971790876364
2019-09-23,3.8338768854463923
2019-09-24,1.7943947525342874
2019-09-25,1.5490277811833362
2019-09-26,1.8078025354367302
2019-09-27,2.3425562247243317
2019-09-30,2.107484076433121
2019-10-08,2.531593828754072
2019-10-09,1.2131915936523496
2019-10-10,1.2224644606379167
2019-10-11,1.9112140984206354
2019-10-14,1.94449331940397
2019-10-15,1.6197960303932049
2019-10-16,1.161662817551963
2019-10-17,3.6297315262749734
2019-10-18,3.995508545429799
2019-10-21,2.3393190250702087
2019-10-22,1.2078369515586733
2019-10-23,2.7390004502476364
2019-10-24,3.780864553314121
2019-10-25,2.225842332112898
2019-10-28,2.1893230732235183
2019-10-29,2.2248888888888887
2019-10-30,1.325130606069257
2019-10-31,1.9042511631210712
2019-11-01,1.601235741444867
2019-11-04,4.420248218800276
2019-11-05,1.729484083424808
2019-11-06,1.8363012662059224
2019-11-07,1.3114868491680085
2019-11-08,2.214311848283432
2019-11-11,1.8470953543758102
2019-11-12,1.3257479601087943
2019-11-13,1.415829510481389
2019-11-14,3.1947037972337418
2019-11-15,1.3302745834311194
2019-11-18,1.4508190941782029
2019-11-19,2.471490325236723
2019-11-20,1.4782893246406725
2019-11-21,1.373296551724138
2019-11-22,1.72941078700241
2019-11-25,1.5803343542623787
2019-11-26,1.3126836988469364
2019-11-27,1.9796345705697591
2019-11-28,1.3822860008486673
2019-11-29,3.0076022892286667
2019-12-02,2.1731967165395587
2019-12-03,0.50008694896096
2019-12-04,1.009262644728824
2019-12-05,0.7924050632911392
2019-12-06,2.0960799121241247
2019-12-09,1.8973999795004954
2019-12-10,1.0395997595728883
2019-12-11,1.3677800269905533
2019-12-12,1.003219288331792
2019-12-13,1.3493794143866145
2019-12-16,1.3070207590550131
2019-12-17,0.8934579439252337
2019-12-18,1.5414738672712027
2019-12-19,0.8852141314017029
2019-12-20,1.191623472195559
2019-12-23,1.2114707952146375
2019-12-24,1.1973830049261083
2019-12-25,0.7394446557626474
2019-12-26,0.8189598420013167
2019-12-27,0.7660212156928776
2019-12-30,1.8682533668584025
2019-12-31,1.4693815886658161
2020-01-02,0.8058654765699713
2020-01-03,1.0673351964491204
2020-01-06,1.9695173848627179
2020-01-07,2.901422178902131
2020-01-08,1.570917499236508
2020-01-09,0.9646290143964562
2020-01-10,3.042204371872531
2020-01-13,1.1480462041546098
2020-01-14,1.2258941592307881
2020-01-15,1.13979373021546
2020-01-16,1.099986798679868
2020-01-17,0.8294408478789369
2020-01-20,1.0763055602501268
2020-01-21,0.9106727864280735
2020-01-22,1.3647227682611003
2020-01-23,0.70037883912867
2020-02-03,2.83905381806636
2020-02-04,1.3140807723687788
2020-02-05,1.0472269144144144
2020-02-06,0.7723051936588639
2020-02-07,0.9216621724400194
2020-02-10,0.8824942516901747
2020-02-11,0.8753822898723943
2020-02-12,0.9347901732897209
2020-02-13,0.5597568477041647
2020-02-14,0.8969040033245602
2020-02-17,0.980530679933665
2020-02-18,0.5029868983775712
2020-02-19,0.3974398466646131
2020-02-20,1.1805498981670062
2020-02-21,0.5301038795844817
2020-02-24,0.9033469568098973
2020-02-25,1.1884219937416183
2020-02-26,0.6598513011152416
2020-02-27,2.0201045707539214
2020-02-28,1.9494307927252534
2020-03-02,2.0109539549542625
2020-03-03,1.1293667900280613
2020-03-04,0.776827667950726
2020-03-05,0.8700187582925378
2020-03-06,1.5342083970151938
2020-03-09,1.6086210185008583
2020-03-10,0.8910263075803265
2020-03-11,1.8201082260924923
2020-03-12,1.5323418319169027
2020-03-13,1.2900340499059817
2020-03-16,1.0921059478586668
2020-03-17,1.16777790550638
2020-03-18,0.9534409416700659
2020-03-19,2.1153701615933858
2020-03-20,2.4178149980966883
2020-03-23,1.5465545974929353
2020-03-24,3.108636671942121
2020-03-25,2.4111965491372844
2020-03-26,3.0371758825367072
2020-03-27,2.7673178061607815
2020-03-30,1.7870331690199683
2020-03-31,1.7508316342955252
2020-04-01,2.017543859649123
2020-04-02,1.1768665850673194
2020-04-03,2.2428169893816365
2020-04-07,0.6935316139767055
2020-04-08,1.0010265024262786
2020-04-09,1.2593501923234307
2020-04-10,1.8163857573389888
2020-04-13,1.6084484621069988
2020-04-14,0.9654764130367047
2020-04-15,1.2810152515365354
2020-04-16,1.2166047389900714
2020-04-17,0.9866453674121406
2020-04-20,0.9431089224389295
2020-04-21,1.2193893810950347
2020-04-22,1.6439581351094197
2020-04-23,0.8542027194066749
2020-04-24,4.946635991246282
2020-04-27,4.208292098546799
2020-04-28,1.2422349369453527
2020-04-29,1.3922062815044591
2020-04-30,0.9180025067616597
2020-05-06,1.2511472349692774
2020-05-07,0.9481255124096296
2020-05-08,1.3857876036320569
2020-05-11,1.0237996688741722
2020-05-12,1.1133054634568258
2020-05-13,1.9715527459502173
2020-05-14,1.0823819591261452
2020-05-15,1.040625
2020-05-18,1.3331035011108558
2020-05-19,1.0989956958393112
2020-05-20,0.8619840326142347
2020-05-21,1.225373359481068
2020-05-22,1.6969414687160378
2020-05-25,0.8082383057947405
2020-05-26,0.7912276402842441
2020-05-27,0.6233353380874646
2020-05-28,1.3063533507397738
2020-05-29,1.1288052185854887
2020-06-01,1.3290196976637654
2020-06-02,0.9134621029765749
2020-06-03,0.5922452660054103
