date,FCT_Cci@10
2014-08-08,
2014-08-11,
2014-08-12,
2014-08-13,
2014-08-14,
2014-08-15,
2014-08-18,
2014-08-19,
2014-08-20,
2014-08-21,-92.20682642249453
2014-08-22,-72.54196642685703
2014-08-25,58.27160493827063
2014-08-26,108.55683269476899
2014-08-27,79.65043695381168
2014-08-28,-63.075196408533486
2014-08-29,-73.56608478802832
2014-09-01,-60.967063770145224
2014-09-02,-156.99450213805517
2014-09-03,-129.4885745375383
2014-09-04,-101.43540669856317
2014-09-05,-87.13574982231835
2014-09-09,-130.13435700575724
2014-09-10,-173.5849056603795
2014-09-11,-111.55167856198663
2014-09-12,-84.55882352941197
2014-09-15,4.089114495205742
2014-09-16,18.537074148296604
2014-09-17,-9.680365296801476
2014-09-18,-90.04566210045832
2014-09-19,-234.92063492063502
2014-09-22,-234.5651528643553
2014-09-23,-130.86657055902495
2014-09-24,-88.05795536357157
2014-09-25,-86.80171884591769
2014-09-26,-86.29320619785408
2014-09-29,-50.583486882512545
2014-09-30,-18.34239130434859
2014-10-08,26.948907591601046
2014-10-09,110.67051189617878
2014-10-10,125.25406504064982
2014-10-13,190.07131102578188
2014-10-14,122.37762237762128
2014-10-15,63.28182487122746
2014-10-16,23.080782739588148
2014-10-17,107.01275045537207
2014-10-20,27.53854332801606
2014-10-21,16.03073661897284
2014-10-22,-52.23529411764713
2014-10-23,-46.276965901181256
2014-10-24,51.07811947684634
2014-10-27,30.516431924887286
2014-10-28,38.498326159736614
2014-10-29,43.13725490196255
2014-10-30,-14.71861471861461
2014-10-31,-140.04839685419785
2014-11-03,-131.3672922252034
2014-11-04,40.8031088082868
2014-11-05,7.4626865671657665
2014-11-06,13.517400057516337
2014-11-07,86.70181605155122
2014-11-10,-31.276415891805044
2014-11-11,8.607895517957632
2014-11-12,90.64068497195159
2014-11-13,46.788724208075955
2014-11-14,51.224944320707586
2014-11-17,7.544581618656311
2014-11-18,-44.44444444444027
2014-11-19,91.58878504672829
2014-11-20,44.64831804281444
2014-11-21,26.499302649929763
2014-11-24,-71.9999999999952
2014-11-25,-114.81481481480687
2014-11-26,159.4936708860883
2014-11-27,118.6440677966137
2014-11-28,-75.55555555555898
2014-12-01,-205.22875816994
2014-12-02,-35.294117647061945
2014-12-03,-132.12121212121409
2014-12-04,-64.43914081145002
2014-12-05,-111.22047244093972
2014-12-08,-106.04781997187365
2014-12-09,-86.08058608058168
2014-12-10,23.923444976077256
2014-12-11,8.658008658008505
2014-12-12,-133.75796178344038
2014-12-15,-12.63616557734754
2014-12-16,-60.60606060606751
2014-12-17,-189.33333333333147
2014-12-18,-76.7651888341577
2014-12-19,-99.9301187980397
2014-12-22,-78.3950617283943
2014-12-23,-64.7985989492094
2014-12-24,-83.33333333333698
2014-12-25,-209.62199312715308
2014-12-26,-21.577380952381333
2014-12-29,-69.26406926406027
2014-12-30,52.03503348789469
2014-12-31,-79.19930374239081
2015-01-05,-247.0532767562475
2015-01-06,-124.26035502958592
2015-01-07,-137.80183180682667
2015-01-08,-191.60479725870923
2015-01-09,-139.31541906590036
2015-01-12,94.77477477477426
2015-01-13,88.08290155440369
2015-01-14,79.45205479452082
2015-01-15,74.74747474747454
2015-01-16,66.66666666666714
2015-01-19,-19.3718008758312
2015-01-20,-12.009519893337147
2015-01-21,-71.01691143747102
2015-01-22,-83.12727707101553
2015-01-23,-106.07006590357314
2015-01-26,-88.15426997245174
2015-01-27,-115.75520833333488
2015-01-28,-191.1918909472221
2015-01-29,-132.28953936918535
2015-01-30,-79.28260140797788
2015-02-02,15.412454761013704
2015-02-03,-5.083514887435764
2015-02-04,-72.1372467961967
2015-02-05,-79.63152507676577
2015-02-06,-24.720516454101947
2015-02-09,-72.65961613787795
2015-02-10,-44.35950891822716
2015-02-11,2.910052910053062
2015-02-12,16.94915254237564
2015-02-13,11.791202967673302
2015-02-16,66.84027777777551
2015-02-17,-72.23880597015108
2015-02-25,-32.853025936599536
2015-02-26,-41.588296760708324
2015-02-27,-34.2699020859938
2015-03-02,-181.56424581005774
2015-03-03,-1.5704750687083513
2015-03-04,60.745866974240684
2015-03-05,-11.288180610891722
2015-03-06,-4.966887417215187
2015-03-09,154.53149001536147
2015-03-10,-33.77947737412535
2015-03-11,-129.78524743230363
