2025-07-19 03:35:01,883 - INFO - [factor_cal] Loaded instruments_mindiff: {'A': 1.0, 'AG': 1.0, 'AL': 5.0, 'AP': 1.0, 'AU': 0.02, 'BU': 1.0, 'C': 1.0, 'CF': 5.0, 'CJ': 5.0, 'CS': 1.0, 'CU': 10.0, 'EB': 1.0, 'EG': 1.0, 'FG': 1.0, 'FU': 1.0, 'HC': 1.0, 'I': 0.5, 'IC': 0.2, 'IF': 0.2, 'IH': 0.2, 'J': 0.5, 'JD': 1.0, 'JM': 0.5, 'L': 1.0, 'LH': 5.0, 'LU': 1.0, 'M': 1.0, 'MA': 1.0, 'NI': 10.0, 'OI': 1.0, 'P': 2.0, 'PB': 5.0, 'PF': 2.0, 'PG': 1.0, 'PK': 2.0, 'PP': 1.0, 'RB': 1.0, 'RM': 1.0, 'RU': 5.0, 'SA': 1.0, 'SC': 0.1, 'SF': 2.0, 'SM': 2.0, 'SN': 10.0, 'SP': 2.0, 'SR': 1.0, 'SS': 5.0, 'T': 0.005, 'TA': 2.0, 'TF': 0.005, 'UR': 1.0, 'V': 1.0, 'Y': 2.0, 'ZN': 5.0}
2025-07-19 03:35:01,883 - INFO - [factor_cal] Processing: 5m
2025-07-19 03:35:02,627 - INFO - [factor_cal] Trying to read: C:\Users\JAD\Desktop\future_dataset-LEEyf_final\factor_cal\../data/5m/A/A.csv
2025-07-19 03:35:02,628 - WARNING - [factor_cal] File not exists: C:\Users\JAD\Desktop\future_dataset-LEEyf_final\factor_cal\../data/5m/A/A.csv
2025-07-19 03:35:02,629 - INFO - [factor_cal] Trying to read: C:\Users\JAD\Desktop\future_dataset-LEEyf_final\factor_cal\../data/5m/AG/AG.csv
2025-07-19 03:35:02,629 - WARNING - [factor_cal] File not exists: C:\Users\JAD\Desktop\future_dataset-LEEyf_final\factor_cal\../data/5m/AG/AG.csv
2025-07-19 03:35:02,629 - INFO - [factor_cal] Trying to read: C:\Users\JAD\Desktop\future_dataset-LEEyf_final\factor_cal\../data/5m/AL/AL.csv
2025-07-19 03:35:02,629 - WARNING - [factor_cal] File not exists: C:\Users\JAD\Desktop\future_dataset-LEEyf_final\factor_cal\../data/5m/AL/AL.csv
2025-07-19 03:35:02,630 - INFO - [factor_cal] Trying to read: C:\Users\JAD\Desktop\future_dataset-LEEyf_final\factor_cal\../data/5m/AP/AP.csv
2025-07-19 03:35:02,630 - WARNING - [factor_cal] File not exists: C:\Users\JAD\Desktop\future_dataset-LEEyf_final\factor_cal\../data/5m/AP/AP.csv
2025-07-19 03:35:02,630 - INFO - [factor_cal] Trying to read: C:\Users\JAD\Desktop\future_dataset-LEEyf_final\factor_cal\../data/5m/AU/AU.csv
2025-07-19 03:35:02,630 - WARNING - [factor_cal] File not exists: C:\Users\JAD\Desktop\future_dataset-LEEyf_final\factor_cal\../data/5m/AU/AU.csv
2025-07-19 03:35:02,630 - INFO - [factor_cal] Trying to read: C:\Users\JAD\Desktop\future_dataset-LEEyf_final\factor_cal\../data/5m/BU/BU.csv
2025-07-19 03:35:02,631 - WARNING - [factor_cal] File not exists: C:\Users\JAD\Desktop\future_dataset-LEEyf_final\factor_cal\../data/5m/BU/BU.csv
2025-07-19 03:35:02,631 - INFO - [factor_cal] Trying to read: C:\Users\JAD\Desktop\future_dataset-LEEyf_final\factor_cal\../data/5m/C/C.csv
2025-07-19 03:35:02,631 - WARNING - [factor_cal] File not exists: C:\Users\JAD\Desktop\future_dataset-LEEyf_final\factor_cal\../data/5m/C/C.csv
2025-07-19 03:35:02,631 - INFO - [factor_cal] Trying to read: C:\Users\JAD\Desktop\future_dataset-LEEyf_final\factor_cal\../data/5m/CF/CF.csv
2025-07-19 03:35:02,631 - WARNING - [factor_cal] File not exists: C:\Users\JAD\Desktop\future_dataset-LEEyf_final\factor_cal\../data/5m/CF/CF.csv
2025-07-19 03:35:02,632 - INFO - [factor_cal] Trying to read: C:\Users\JAD\Desktop\future_dataset-LEEyf_final\factor_cal\../data/5m/CJ/CJ.csv
