date,FCT_Br_1@40
2020-10-12,
2020-10-13,
2020-10-14,
2020-10-15,
2020-10-16,
2020-10-19,
2020-10-20,
2020-10-21,
2020-10-22,
2020-10-23,
2020-10-26,
2020-10-27,
2020-10-28,
2020-10-29,
2020-10-30,
2020-11-02,
2020-11-03,
2020-11-04,
2020-11-05,
2020-11-06,
2020-11-09,
2020-11-10,
2020-11-11,
2020-11-12,
2020-11-13,
2020-11-16,
2020-11-17,
2020-11-18,
2020-11-19,
2020-11-20,
2020-11-23,
2020-11-24,
2020-11-25,
2020-11-26,
2020-11-27,
2020-11-30,
2020-12-01,
2020-12-02,
2020-12-03,
2020-12-04,0.15650319829424306
2020-12-07,0.1791290057518488
2020-12-08,0.12981574539363483
2020-12-09,0.1315345699831366
2020-12-10,0.10176041219407471
2020-12-11,0.09387395328338476
2020-12-14,0.09614532565352238
2020-12-15,0.0881057268722467
2020-12-16,0.10115350488021295
2020-12-17,0.1630283325592197
2020-12-18,0.16736207695873898
2020-12-21,0.1270718232044199
2020-12-22,0.13191881918819187
2020-12-23,0.11121239744758432
2020-12-24,0.1540590405904059
2020-12-25,0.16596931659693165
2020-12-28,0.1223429381199811
2020-12-29,0.09508196721311475
2020-12-30,0.11951447245564893
2020-12-31,0.16467341306347746
2021-01-04,0.21523634694814134
2021-01-05,0.23792486583184258
2021-01-06,0.22192028985507245
2021-01-07,0.21793164669329781
2021-01-08,0.1911188506747932
2021-01-11,0.15397631133671744
2021-01-12,0.164366373902133
2021-01-13,0.17535153019023986
2021-01-14,0.14672131147540984
2021-01-15,0.15046389673255345
2021-01-18,0.14925970388155263
2021-01-19,0.16149312377210215
2021-01-20,0.1564945226917058
2021-01-21,0.15760869565217392
2021-01-22,0.1410060975609756
2021-01-25,0.13927893738140418
2021-01-26,0.14869466515323496
2021-01-27,0.15419161676646706
2021-01-28,0.1463778939507095
2021-01-29,0.16986706056129985
2021-02-01,0.17737789203084833
2021-02-02,0.1673499813641446
2021-02-03,0.17442719881744273
2021-02-04,0.17943026267110618
2021-02-05,0.17159763313609466
2021-02-08,0.19611370996761424
2021-02-09,0.1897731364782139
2021-02-10,0.21251819505094613
2021-02-18,0.29169435215946843
2021-02-19,0.23690131790421087
2021-02-22,0.2842990093065146
2021-02-23,0.3034100845234625
2021-02-24,0.3256616800920598
2021-02-25,0.3818779085683
2021-02-26,0.33933774834437086
2021-03-01,0.26988922457200404
2021-03-02,0.22859233959502318
