date,FCT_Dmi_Adx@10
2012-07-16,
2012-07-17,
2012-07-18,
2012-07-19,
2012-07-20,
2012-07-23,
2012-07-24,
2012-07-25,
2012-07-26,
2012-07-27,
2012-07-30,
2012-07-31,
2012-08-01,
2012-08-02,
2012-08-03,
2012-08-06,
2012-08-07,
2012-08-08,
2012-08-09,
2012-08-10,
2012-08-13,
2012-08-14,
2012-08-15,
2012-08-16,
2012-08-17,10.941291844598965
2012-08-20,19.41748232078944
2012-08-21,27.893672796979917
2012-08-22,36.369863273170395
2012-08-23,44.90066896037418
2012-08-24,53.43147464757798
2012-08-27,62.22777094387427
2012-08-28,71.07569721115537
2012-08-29,80.71713147410358
2012-08-30,90.35856573705179
2012-08-31,100.0
2012-09-03,100.0
2012-09-04,
2012-09-05,
2012-09-06,
2012-09-07,
2012-09-10,
2012-09-11,
2012-09-12,
2012-09-13,
2012-09-14,
2012-09-17,
2012-09-18,
2012-09-19,
2012-09-20,
2012-09-21,
2012-09-24,
2012-09-25,
2012-09-26,
2012-09-27,
2012-09-28,
2012-10-08,
2012-10-09,
2012-10-10,
2012-10-11,
2012-10-12,
2012-10-15,
2012-10-16,
2012-10-17,
2012-10-18,
2012-10-19,
2012-10-22,
2012-10-23,9.591273577801442
2012-10-24,13.210739170629859
2012-10-25,15.2247633233373
2012-10-26,21.13971626861437
2012-10-29,25.45065918882877
2012-10-30,33.17547900533909
2012-10-31,39.777333425853556
2012-11-01,41.32944969901014
2012-11-02,44.8837163147966
2012-11-05,49.14812749332899
2012-11-06,53.37360664883448
2012-11-07,50.08400893285875
2012-11-08,50.45848232964452
2012-11-09,45.131528581638165
2012-11-12,44.61980150274695
2012-11-13,41.633178516124
2012-11-14,37.749746659893404
2012-11-15,39.915496505909985
2012-11-16,40.37170631776995
2012-11-19,39.09499828753176
2012-11-20,37.831840392794916
2012-11-21,38.58627138795457
2012-11-22,39.727384270026235
2012-11-23,42.34368815393575
2012-11-26,38.93564796900828
2012-11-27,35.32096376608876
2012-11-28,34.73729737592206
2012-11-29,35.43158262236058
2012-11-30,32.221263012393116
2012-12-03,28.722516145225153
2012-12-04,25.044153572125694
2012-12-05,22.388214123733427
2012-12-06,24.990274903699504
2012-12-07,27.91764303405022
2012-12-10,33.4247118851705
2012-12-11,39.07363812233202
2012-12-12,38.802983409364344
2012-12-13,35.818814858001375
2012-12-14,34.51796628832242
2012-12-17,35.81833258868876
2012-12-18,36.98684692155574
2012-12-19,39.20906914377797
2012-12-20,37.379003784300885
2012-12-21,34.97426830520361
2012-12-24,31.093315924251232
2012-12-25,27.309014989265346
2012-12-26,27.208089842082973
2012-12-27,28.422272418691495
2012-12-28,29.65530669520414
2012-12-31,28.239294136334557
2013-01-04,27.13087734640282
2013-01-07,26.250923966449466
2013-01-08,24.20097374353469
2013-01-09,22.443437417358165
2013-01-10,23.121283994585575
2013-01-11,23.916666091596007
2013-01-14,25.772166912613947
2013-01-15,26.274943561672455
2013-01-16,28.62907851854701
2013-01-17,33.63771568127711
2013-01-18,39.37499446203399
2013-01-21,40.86858420562372
2013-01-22,45.136584769242134
2013-01-23,49.74003304510419
2013-01-24,48.617742023432065
2013-01-25,47.28126403601043
2013-01-28,48.951183793112754
2013-01-29,49.34281708194205
2013-01-30,48.23447337085841
2013-01-31,43.45799715761412
2013-02-01,38.4746245232346
2013-02-04,35.397038316337905
2013-02-05,30.467236608420585
2013-02-06,26.03390327508716
2013-02-07,23.533903275087535
2013-02-08,21.74818898937346
2013-02-18,17.077359615137294
2013-02-19,13.038558909670211
2013-02-20,12.109038991386427
2013-02-21,16.457131765011315
2013-02-22,18.632776885781013
2013-02-25,22.7911023922886
2013-02-26,25.586595589567604
2013-02-27,27.904544307516403
2013-02-28,29.172836990443194
2013-03-01,28.9526689232164
2013-03-04,28.79179259915002
2013-03-05,29.059784167954604
2013-03-06,28.674135105363604
2013-03-07,26.424262591340202
2013-03-08,27.206468439325583
2013-03-11,29.00948710149811
2013-03-12,30.200054586160753
2013-03-13,31.118469504575735
2013-03-14,31.17965659043502
2013-03-15,33.66567139370737
2013-03-18,35.43977369328478
2013-03-19,37.614523716647135
2013-03-20,38.684689473795586
2013-03-21,39.816764945493745
2013-03-22,41.42121336395804
2013-03-25,37.811264925984105
2013-03-26,32.39910653223051
2013-03-27,28.804409562533472
2013-03-28,30.052249381376157
2013-03-29,27.153417744053165
2013-04-01,25.873965565830805
2013-04-02,25.58937368455624
2013-04-03,25.512167472149372
2013-04-08,26.73245661696683
2013-04-09,23.196408185486355
2013-04-10,22.826961077784304
2013-04-11,28.180496431319604
2013-04-12,31.91660754243062
2013-04-15,36.46503645779568
2013-04-16,44.25040231145404
2013-04-17,48.78825414943687
2013-04-18,52.78669963022728
2013-04-19,54.9341655219673
2013-04-22,54.68149989965174
2013-04-23,55.76887683354765
2013-04-24,54.81451441744018
2013-04-25,49.3034033063292
2013-04-26,44.05066870644448
2013-05-02,39.02576053958508
2013-05-03,37.13031689450128
2013-05-06,37.27888155860321
2013-05-07,38.5142616755624
2013-05-08,41.336249867200486
2013-05-09,45.30223920283974
2013-05-10,50.42139124962345
