date,FCT_Br_1@5
2013-10-18,
2013-10-21,
2013-10-22,
2013-10-23,
2013-10-24,-0.8717948717948747
2013-10-25,-0.6907216494845341
2013-10-28,-0.4505494505494485
2013-10-29,-0.34146341463414454
2013-10-30,-0.2151898734177141
2013-10-31,0.07936507936508101
2013-11-01,0.4545454545454503
2013-11-04,0.5061728395061672
2013-11-05,0.5749999999999955
2013-11-06,0.5733333333333304
2013-11-07,0.5526315789473685
2013-11-08,0.09090909090909352
2013-11-11,-0.1999999999999946
2013-11-12,-0.23404255319148384
2013-11-13,-0.12000000000000703
2013-11-14,-0.1836734693877624
2013-11-15,-0.10204081632653728
2013-11-18,-0.14285714285715337
2013-11-19,0.11111111111110787
2013-11-20,0.041666666666661585
2013-11-21,-0.038461538461542294
2013-11-22,2.448894092380671e-15
2013-11-25,0.09090909090908951
2013-11-26,0.12195121951219003
2013-11-27,-0.09090909090908113
2013-11-28,0.14999999999999986
2013-11-29,0.2999999999999876
2013-12-02,0.1794871794871798
2013-12-03,0.05882352941175769
2013-12-04,0.6097560975609712
2013-12-05,0.4347826086956598
2013-12-06,0.14893617021277278
2013-12-09,0.3043478260869533
2013-12-10,0.17391304347826086
2013-12-11,-0.4210526315789533
2013-12-12,-0.529411764705894
2013-12-13,-0.692307692307701
2013-12-16,-0.5789473684210527
2013-12-17,-0.6250000000000007
2013-12-18,-0.5522388059701552
2013-12-19,-0.36363636363636936
2013-12-20,-0.018867924528308384
2013-12-23,-0.451612903225818
2013-12-24,-0.10769230769231346
2013-12-25,3.754970941650422e-15
2013-12-26,-0.33333333333333437
2013-12-27,-0.10810810810810675
2013-12-30,0.37313432835821125
2013-12-31,0.04477611940298347
2014-01-02,-0.13513513513513992
2014-01-03,-0.17333333333333387
2014-01-06,-0.5466666666666683
2014-01-07,-0.7297297297297289
2014-01-08,-0.7777777777777747
2014-01-09,-0.6216216216216186
2014-01-10,-0.6111111111111086
2014-01-13,-0.6056338028168988
2014-01-14,-0.5135135135135143
2014-01-15,-0.4411764705882353
2014-01-16,-0.42857142857142855
2014-01-17,-0.3333333333333333
2014-01-20,-0.3793103448275874
2014-01-21,-0.7377049180327874
2014-01-22,-0.4925373134328367
2014-01-23,-0.022222222222222168
2014-01-24,0.022222222222222168
2014-01-27,0.03370786516853924
2014-01-28,0.20987654320987428
2014-01-29,0.22499999999999873
2014-01-30,-0.27586206896551896
2014-02-07,-0.4062500000000017
2014-02-10,-0.2786885245901656
2014-02-11,-0.30158730158730174
2014-02-12,-0.41935483870967954
2014-02-13,-0.38983050847457745
2014-02-14,0.05454545454545648
2014-02-17,0.41818181818182054
2014-02-18,0.34426229508196715
2014-02-19,0.43859649122807065
2014-02-20,0.1803278688524592
2014-02-21,-0.06896551724137877
2014-02-24,-0.6455696202531632
2014-02-25,-0.6052631578947351
2014-02-26,-0.69620253164557
2014-02-27,-0.5324675324675324
2014-02-28,-0.5348837209302325
2014-03-03,-0.32431745570723786
2014-03-04,-0.37584448080069843
2014-03-05,-0.3978248425872991
2014-03-06,-0.5610478598465086
2014-03-07,-0.6629213483146139
2014-03-10,-0.7798165137614701
2014-03-11,-0.5384615384615409
2014-03-12,-0.6397515527950329
2014-03-13,-0.49397590361445864
2014-03-14,-0.5087719298245621
2014-03-17,-0.3548387096774202
2014-03-18,-0.44444444444444553
2014-03-19,-0.20408163265306248
2014-03-20,0.03846153846153636
2014-03-21,0.41573033707864954
2014-03-24,0.3399999999999976
2014-03-25,0.3904761904761882
2014-03-26,0.297297297297295
2014-03-27,0.0909090909090905
