date,FCT_Ac_Tr_1@40
2020-03-30,0.0
2020-03-31,0.0
2020-04-01,0.0
2020-04-02,0.0
2020-04-03,0.0
2020-04-07,0.0
2020-04-08,0.0
2020-04-09,0.0
2020-04-10,0.0
2020-04-13,0.0
2020-04-14,0.0
2020-04-15,0.0
2020-04-16,0.0
2020-04-17,0.0
2020-04-20,0.0
2020-04-21,0.0
2020-04-22,0.0
2020-04-23,0.0
2020-04-24,0.0
2020-04-27,0.0
2020-04-28,0.0
2020-04-29,0.0
2020-04-30,0.0
2020-05-06,0.0
2020-05-07,0.0
2020-05-08,0.0
2020-05-11,0.0
2020-05-12,0.0
2020-05-13,0.0
2020-05-14,0.0
2020-05-15,0.0
2020-05-18,0.0
2020-05-19,0.0
2020-05-20,0.0
2020-05-21,0.0
2020-05-22,0.0
2020-05-25,0.0
2020-05-26,0.0
2020-05-27,0.0
2020-05-28,0.0
2020-05-29,
2020-06-01,
2020-06-02,
2020-06-03,
2020-06-04,
2020-06-05,
2020-06-08,
2020-06-09,
2020-06-10,
2020-06-11,
2020-06-12,
2020-06-15,
2020-06-16,
2020-06-17,
2020-06-18,
2020-06-19,
2020-06-22,
2020-06-23,
2020-06-24,
2020-06-29,
2020-06-30,
2020-07-01,
2020-07-02,
2020-07-03,
2020-07-06,
2020-07-07,
2020-07-08,
2020-07-09,
2020-07-10,
2020-07-13,
2020-07-14,
2020-07-15,
2020-07-16,
2020-07-17,
2020-07-20,
2020-07-21,
2020-07-22,
2020-07-23,
2020-07-24,
2020-07-27,
2020-07-28,
2020-07-29,
2020-07-30,
2020-07-31,
2020-08-03,
2020-08-04,
2020-08-05,
2020-08-06,
2020-08-07,
2020-08-10,
2020-08-11,
2020-08-12,
2020-08-13,
2020-08-14,
2020-08-17,
2020-08-18,
2020-08-19,
2020-08-20,
2020-08-21,
2020-08-24,
2020-08-25,
2020-08-26,
2020-08-27,
2020-08-28,
2020-08-31,
2020-09-01,
2020-09-02,
2020-09-03,
2020-09-04,
2020-09-07,
2020-09-08,
2020-09-09,
2020-09-10,
2020-09-11,
2020-09-14,
2020-09-15,
2020-09-16,
2020-09-17,
2020-09-18,
2020-09-21,
2020-09-22,
2020-09-23,
2020-09-24,
2020-09-25,
2020-09-28,
2020-09-29,
2020-09-30,
2020-10-09,
2020-10-12,
2020-10-13,
2020-10-14,
2020-10-15,
2020-10-16,
2020-10-19,
2020-10-20,
2020-10-21,
2020-10-22,
2020-10-23,
2020-10-26,
2020-10-27,
2020-10-28,
2020-10-29,
2020-10-30,
2020-11-02,
2020-11-03,
2020-11-04,
2020-11-05,
2020-11-06,
2020-11-09,
2020-11-10,
2020-11-11,
2020-11-12,
2020-11-13,
2020-11-16,
2020-11-17,
2020-11-18,
2020-11-19,
2020-11-20,
2020-11-23,
2020-11-24,
2020-11-25,
2020-11-26,
2020-11-27,
2020-11-30,
2020-12-01,
2020-12-02,
2020-12-03,
2020-12-04,
2020-12-07,
2020-12-08,
2020-12-09,
2020-12-10,
2020-12-11,
2020-12-14,
2020-12-15,
2020-12-16,
2020-12-17,
2020-12-18,
2020-12-21,
2020-12-22,
2020-12-23,
2020-12-24,
2020-12-25,
2020-12-28,
2020-12-29,
2020-12-30,
2020-12-31,
2021-01-04,
2021-01-05,
2021-01-06,
2021-01-07,
2021-01-08,
2021-01-11,
2021-01-12,
2021-01-13,
2021-01-14,
2021-01-15,
2021-01-18,
2021-01-19,0.2159899829212268
2021-01-20,0.22919235164671328
2021-01-21,0.22549856850100455
2021-01-22,0.19217216154979203
2021-01-25,0.15105023387442262
2021-01-26,0.0960936686853363
2021-01-27,0.033705980850307585
2021-01-28,-0.021270553090379042
2021-01-29,-0.08040805926150246
2021-02-01,-0.1240265455833518
2021-02-02,-0.1872791047670534
2021-02-03,-0.27320275774626673
2021-02-04,-0.354950007217248
2021-02-05,-0.4010300252627541
2021-02-08,-0.4505742638367839
2021-02-09,-0.5281047664466451
2021-02-10,-0.5918046012617026
2021-02-18,-0.6697402710556875
2021-02-19,-0.7256285532837784
2021-02-22,-0.8026786272321184
2021-02-23,-0.873953658951831
2021-02-24,-0.9107502620329497
2021-02-25,-0.9286876367277174
2021-02-26,-0.9386808392968847
2021-03-01,-0.9377682540461579
2021-03-02,-0.9461500634830455
2021-03-03,-0.9635856737595904
2021-03-04,-0.9401306668374706
2021-03-05,-0.9235280310783518
2021-03-08,-0.9167772812747202
2021-03-09,-0.9330176293351605
2021-03-10,-0.9522075551007084
2021-03-11,-0.959187574597146
2021-03-12,-0.9574952416936781
2021-03-15,-0.9234970607014072
2021-03-16,-0.9017993445149347
2021-03-17,-0.8944491308603669
2021-03-18,-0.9004136216259246
2021-03-19,-0.8870494847163891
2021-03-22,-0.8677701097231643
2021-03-23,-0.819484702817593
2021-03-24,-0.7738421993078096
2021-03-25,-0.7110478588849681
2021-03-26,-0.6474962148272635
2021-03-29,-0.5490656455097871
2021-03-30,-0.46249119339451844
2021-03-31,-0.36662085584707443
2021-04-01,-0.2631537224855367
2021-04-02,-0.16373343378354394
2021-04-06,-0.0826827650018695
2021-04-07,-0.004435231069236131
2021-04-08,0.08406828842344168
2021-04-09,0.1645535181094737
2021-04-12,0.22275473629183334
2021-04-13,0.2889219179827281
2021-04-14,0.34556787244874515
2021-04-15,0.44526388516295623
2021-04-16,0.5372911935145633
2021-04-19,0.6133282655830289
2021-04-20,0.6631702509417944
2021-04-21,0.6913207515075832
2021-04-22,0.6722669444766628
2021-04-23,0.6426523758069743
2021-04-26,0.608894834860618
2021-04-27,0.5875757645453438
2021-04-28,0.5844762925588011
2021-04-29,0.5602094420099905
2021-04-30,0.5671311591851298
2021-05-06,0.5960585851092544
2021-05-07,0.6299934058261707
2021-05-10,0.6810749049236325
2021-05-11,0.7101893380884738
2021-05-12,0.725266405333963
