date,FCT_Ar_1@5
2010-01-04,
2010-01-05,
2010-01-06,
2010-01-07,
2010-01-08,-0.3879641485275283
2010-01-11,-0.4785894206549127
2010-01-12,-0.5051546391752584
2010-01-13,-0.5517241379310353
2010-01-14,-0.4495641344956414
2010-01-15,-0.25321888412017146
2010-01-18,-0.16642547033284985
2010-01-19,-0.13609467455621013
2010-01-20,-0.08582834331337066
2010-01-21,0.45357142857142824
2010-01-22,0.29392446633825964
2010-01-25,0.2293906810035836
2010-01-26,0.2346570397111916
2010-01-27,0.18149466192170938
2010-01-28,-0.444444444444443
2010-01-29,-0.4215686274509771
2010-02-01,-0.42510121457489525
2010-02-02,-0.3088235294117618
2010-02-03,-0.1267605633802787
2010-02-04,0.026515151515154774
2010-02-05,0.11823647294589518
2010-02-08,0.3634408602150558
2010-02-09,0.3056234718826424
2010-02-10,0.51046025104603
2010-02-11,0.646825396825402
2010-02-12,0.7137096774193581
2010-02-22,-0.02097902097901557
2010-02-23,0.16747572815534328
2010-02-24,0.012278308321965822
2010-02-25,-0.0396927016645315
2010-02-26,-0.030848329048841407
2010-03-01,0.28085867620751315
2010-03-02,-0.23809523809523675
2010-03-03,-0.34716981132075353
2010-03-04,-0.5169300225733616
2010-03-05,-0.4297188755020065
2010-03-08,-0.3528089887640419
2010-03-09,-0.18644067796610117
2010-03-10,-0.3608247422680397
2010-03-11,-0.5676767676767651
2010-03-12,-0.7299412915851231
2010-03-15,-0.8122065727699505
2010-03-16,-0.7049645390070896
2010-03-17,-0.4662921348314588
2010-03-18,-0.16530278232405723
2010-03-19,-0.11364474679635163
2010-03-22,0.437760300978913
2010-03-23,0.2397114892752429
2010-03-24,0.10937219838435208
2010-03-25,-0.11578947368421373
2010-03-26,0.1277533039647554
2010-03-29,-0.08245243128964166
2010-03-30,0.02777777777777681
2010-03-31,0.017369727047145515
2010-04-01,0.11734693877551093
2010-04-02,0.029411764705882224
2010-04-06,0.15511551155115608
2010-04-07,0.41935483870967655
2010-04-08,0.42142857142856643
2010-04-09,0.501661129568106
2010-04-12,0.4237288135593228
2010-04-13,0.405594405594401
2010-04-14,0.33079847908745286
2010-04-15,0.054151624548736225
2010-04-16,-0.044534412955470976
2010-04-19,-0.4130434782608735
2010-04-20,-0.46666666666666745
2010-04-21,-0.5185185185185169
2010-04-22,-0.22950819672130932
2010-04-23,-0.32489451476793174
2010-04-26,-0.43873517786561783
2010-04-27,-0.5690235690235759
2010-04-28,-0.19540229885058236
2010-04-29,-0.3484848484848549
2010-04-30,-0.39423076923077266
2010-05-04,-0.3609756097561005
2010-05-05,-0.17500000000000024
2010-05-06,-0.4262295081967217
2010-05-07,-0.3051359516616313
2010-05-10,-0.08985507246377145
2010-05-11,0.15894039735099294
2010-05-12,0.3473053892215532
2010-05-13,0.28750000000000103
2010-05-14,0.08357348703170421
2010-05-17,-0.3365853658536519
2010-05-18,-0.16210526315788942
2010-05-19,-0.24503311258277563
2010-05-20,-0.14847161572051845
2010-05-21,-0.07142857142856844
2010-05-24,0.33153638814016606
2010-05-25,0.10967741935484324
2010-05-26,-0.028169014084497294
2010-05-27,-0.12820512820512117
2010-05-28,-0.28428093645484076
2010-05-31,-0.375838926174488
2010-06-01,-0.2932330827067604
2010-06-02,-0.13636363636363327
2010-06-03,-0.20972644376899446
2010-06-04,0.1226765799256499
2010-06-07,-0.10596026490065978
2010-06-08,-0.05362776025236203
2010-06-09,-0.10104529616724435
2010-06-10,-0.015267175572513815
2010-06-11,0.0035087719298319145
2010-06-17,0.2252964426877538
2010-06-18,0.13600000000000878
2010-06-21,0.29729729729730126
2010-06-22,0.41868512110727024
2010-06-23,0.4000000000000006
2010-06-24,0.5111111111111065
2010-06-25,0.5038167938931234
2010-06-28,0.3124999999999956
2010-06-29,0.03669724770641952
2010-06-30,0.0973451327433636
2010-07-01,0.009900990099019463
2010-07-02,0.23529411764706942
2010-07-05,0.4336917562724091
2010-07-06,0.5910780669145006
2010-07-07,0.47244094488188965
2010-07-08,0.385714285714281
2010-07-09,0.24909747292418313
2010-07-12,0.08675799086757995
2010-07-13,0.01382488479263836
2010-07-14,-0.14634146341462315
2010-07-15,-0.04641350210969096
2010-07-16,-0.021645021645015094
2010-07-19,-0.059360730593604805
2010-07-20,0.24663677130044645
2010-07-21,0.4615384615384574
2010-07-22,0.33333333333332704
2010-07-23,0.23926380368097527
2010-07-26,0.30107526881719604
2010-07-27,-0.05472636815921033
2010-07-28,0.17699115044247077
2010-07-29,0.22556390977443214
2010-07-30,0.2661870503597123
2010-08-02,0.4138972809667697
2010-08-03,0.41290322580644856
2010-08-04,0.13677811550151814
2010-08-05,0.17948717948717505
2010-08-06,0.35260115606936115
2010-08-09,0.24916943521594823
2010-08-10,0.2875816993464123
2010-08-11,0.36551724137931924
2010-08-12,0.3803680981595173
2010-08-13,0.14576271186441214
2010-08-16,-0.1563636363636389
2010-08-17,-0.10266159695818133
2010-08-18,-0.21985815602837303
2010-08-19,-0.46230477885394483
2010-08-20,-0.44974578743716703
2010-08-23,-0.5143305341914197
2010-08-24,-0.42797690950032197
2010-08-25,-0.2913907284768244
2010-08-26,-0.12540192926045082
2010-08-27,0.15862068965517362
2010-08-30,0.5555555555555556
2010-08-31,0.47043701799485804
2010-09-01,0.5759036144578321
2010-09-02,0.36764705882352855
2010-09-03,0.2559366754617391
2010-09-06,0.006711409395973943
2010-09-07,0.21452145214521723
2010-09-08,-0.06709265175718433
2010-09-09,-0.16304347826086432
2010-09-10,0.0052910052910099545
2010-09-13,-0.20879120879120483
2010-09-14,-0.5137844611528801
2010-09-15,-0.6398104265402834
2010-09-16,-0.48603351955307306
2010-09-17,-0.4285714285714268
2010-09-20,-0.24337349397590005
2010-09-21,-0.24285714285713791
2010-09-27,-0.09462915601022603
2010-09-28,0.1565217391304388
2010-09-29,-0.2252964426877459
2010-09-30,-0.3469387755102047
2010-10-08,0.08571428571428455
2010-10-11,0.003703703703704142
2010-10-12,-0.20967741935483925
2010-10-13,0.0372093023255805
2010-10-14,0.4370629370629362
2010-10-15,0.3673805601317956
2010-10-18,0.5809523809523834
2010-10-19,0.7317397078353277
2010-10-20,0.7863849765258246
2010-10-21,0.5636363636363648
2010-10-22,0.5620608899297436
2010-10-25,0.6230248306997733
2010-10-26,0.37557603686635577
2010-10-27,0.044469783352333335
2010-10-28,0.2780269058295944
2010-10-29,-0.14421252371916649
2010-11-01,-0.2989690721649491
2010-11-02,-0.28259239398112174
2010-11-03,0.07537715953069239
2010-11-04,-0.24752562516980406
2010-11-05,0.1014901870993663
2010-11-08,0.2709497206703823
2010-11-09,0.46528497409326014
2010-11-10,-0.04818258664412825
2010-11-11,-0.10447761194030031
2010-11-12,-0.10961214165261407
2010-11-15,-0.006956521739129325
2010-11-16,-0.13314447592068102
