date,FCT_Ac_Tr_1@10
2018-03-26,0.0
2018-03-27,0.0
2018-03-28,0.0
2018-03-29,0.0
2018-03-30,0.0
2018-04-02,0.0
2018-04-03,0.0
2018-04-04,0.0
2018-04-09,0.0
2018-04-10,0.0
2018-04-11,
2018-04-12,
2018-04-13,
2018-04-16,
2018-04-17,
2018-04-18,
2018-04-19,
2018-04-20,
2018-04-23,
2018-04-24,
2018-04-25,
2018-04-26,
2018-04-27,
2018-05-02,
2018-05-03,
2018-05-04,
2018-05-07,
2018-05-08,
2018-05-09,
2018-05-10,
2018-05-11,
2018-05-14,
2018-05-15,
2018-05-16,
2018-05-17,
2018-05-18,
2018-05-21,
2018-05-22,
2018-05-23,
2018-05-24,
2018-05-25,
2018-05-28,
2018-05-29,
2018-05-30,
2018-05-31,
2018-06-01,
2018-06-04,
2018-06-05,
2018-06-06,-1.1454121129326076
2018-06-07,-1.250115207373274
2018-06-08,-1.220161290322576
2018-06-11,-1.1451003086419769
2018-06-12,-0.9294723618090349
2018-06-13,-0.7779984817813743
2018-06-14,-0.7454545454545439
2018-06-15,-0.7884425754060389
2018-06-19,-0.7155294450736122
2018-06-20,-0.6572014051522244
2018-06-21,-0.5574260355029595
2018-06-22,-0.5301861702127785
2018-06-25,-0.4946608744394619
2018-06-26,-0.5139629200463548
2018-06-27,-0.3658484525080022
2018-06-28,-0.16774577167019128
2018-06-29,0.026228858350951866
2018-07-02,0.2330019398642061
2018-07-03,0.47536656891495394
2018-07-04,0.6259323204420006
2018-07-05,0.776261792452828
2018-07-06,0.9513772175536934
2018-07-09,0.9879607750472562
2018-07-10,1.0047497683039914
2018-07-11,1.0653913260219379
2018-07-12,0.8098943985307633
2018-07-13,0.5765068493150673
2018-07-16,0.35421129503407894
2018-07-17,0.0651694521819888
2018-07-18,-0.15869565217391154
2018-07-19,-0.3140158806544733
2018-07-20,-0.3954556185080265
2018-07-23,-0.4275175350701451
2018-07-24,-0.4822211155378451
2018-07-25,-0.5381316812439283
2018-07-26,-0.5624182115594336
2018-07-27,-0.3997524752475324
2018-07-30,-0.2663006756756795
2018-07-31,0.012870370370366473
2018-08-01,0.21359070034443606
2018-08-02,0.3054082240762794
2018-08-03,0.3641522988505686
2018-08-06,0.4095657894736815
2018-08-07,0.4880393096836131
2018-08-08,0.43334589299170395
2018-08-09,0.3705701146604343
2018-08-10,0.2694703859774207
2018-08-13,0.1784386944529418
2018-08-14,0.0539694277077657
2018-08-15,0.0053786439757181085
2018-08-16,-0.043141428511119614
2018-08-17,-0.15593933421526324
2018-08-20,-0.27199022944164175
2018-08-21,-0.45524114632140045
2018-08-22,-0.676563153617436
2018-08-23,-0.682083714450115
2018-08-24,-0.6275436527020276
2018-08-27,-0.5462613083640031
2018-08-28,-0.48671698203364044
2018-08-29,-0.4596274670247248
2018-08-30,-0.2731682881338872
2018-08-31,-0.02807346401378187
2018-09-03,0.2612930829197363
2018-09-04,0.5324542860281644
2018-09-05,0.6800351399959926
2018-09-06,0.6915430904679855
2018-09-07,0.601895709797128
