date,Amihud@5
2013-11-08,
2013-11-11,
2013-11-12,
2013-11-13,
2013-11-14,
2013-11-15,0.04605552043376522
2013-11-18,0.04159926353540898
2013-11-19,0.04094892757883532
2013-11-20,0.05097592492874121
2013-11-21,0.07582042402269365
2013-11-22,0.06439818428291978
2013-11-25,0.08417387077783077
2013-11-26,0.08130596412997802
2013-11-27,0.0801293453526187
2013-11-28,0.057721321792669325
2013-11-29,0.049007731177494886
2013-12-02,0.030053165813633785
2013-12-03,0.028433170712629942
2013-12-04,0.02603222794903529
2013-12-05,0.02015888928123171
2013-12-06,0.03355980094380675
2013-12-09,0.028743672134290712
2013-12-10,0.03562189387032848
2013-12-11,0.028357949208680042
2013-12-12,0.026731280009467544
2013-12-13,0.044009511638945106
2013-12-16,0.05240709280531481
2013-12-17,0.06158433519810751
2013-12-18,0.07242255949062891
2013-12-19,0.09472883000489725
2013-12-20,0.06725526680524743
2013-12-23,0.06489573353573892
2013-12-24,0.059954120077615435
2013-12-25,0.05964715743006915
2013-12-26,0.0518856362074299
2013-12-27,0.05440042977266525
2013-12-30,0.06206021276611199
2013-12-31,0.07811396115850025
2014-01-02,0.10610636479250392
2014-01-03,0.109461524430889
2014-01-06,0.14940992009032067
2014-01-07,0.17082329947271188
2014-01-08,0.15232804182057147
2014-01-09,0.13838789252610836
2014-01-10,0.126940896203041
2014-01-13,0.08773007763661275
2014-01-14,0.09917904901220186
2014-01-15,0.12676511552196132
2014-01-16,0.13619249798936375
2014-01-17,0.13550130488931464
2014-01-20,0.1311982910460343
2014-01-21,0.1288727024307412
2014-01-22,0.11031995859349951
2014-01-23,0.09010132045436474
2014-01-24,0.08623851608515172
2014-01-27,0.10096633349477223
2014-01-28,0.05509663869555447
2014-01-29,0.03852270383290118
2014-01-30,0.0543099198401738
2014-02-07,0.10397882296512728
2014-02-10,0.12087297396590418
2014-02-11,0.13202321494370825
2014-02-12,0.1320799762233104
2014-02-13,0.12072018913906074
2014-02-14,0.0981110575843193
2014-02-17,0.06810524122790905
2014-02-18,0.06208851249993053
2014-02-19,0.06149473889728957
2014-02-20,0.08862320137485963
2014-02-21,0.0620968709119817
2014-02-24,0.06690056251188471
2014-02-25,0.12896493231811904
2014-02-26,0.1351003559409449
2014-02-27,0.0937224021748163
2014-02-28,0.12081450319519396
2014-03-03,0.1513951666477218
2014-03-04,0.11969116138996752
2014-03-05,0.1304576790873856
2014-03-06,0.14051763024669667
2014-03-07,0.16359812631481657
2014-03-10,0.13751508479874422
2014-03-11,0.10978022559568172
2014-03-12,0.09307060328126364
2014-03-13,0.10553300972268724
2014-03-14,0.05498647886478654
2014-03-17,0.08112135562427332
2014-03-18,0.09979288393939556
2014-03-19,0.10132940305216889
2014-03-20,0.08540561401775225
2014-03-21,0.10082048750479988
2014-03-24,0.06190099417563387
2014-03-25,0.035190330871162204
2014-03-26,0.04449574337932139
2014-03-27,0.03679244859657084
2014-03-28,0.021921902428912666
2014-03-31,0.029832803220027397
2014-04-01,0.02837231275141605
2014-04-02,0.028904786723176257
2014-04-03,0.04341295136995602
2014-04-04,0.04458248974875615
2014-04-08,0.0590677132846367
2014-04-09,0.06825498010022697
2014-04-10,0.06849317748968177
2014-04-11,0.05111954111208686
2014-04-14,0.05475225898050443
2014-04-15,0.04380605804012865
2014-04-16,0.04489877236593938
2014-04-17,0.04095567898854178
2014-04-18,0.04743989798449953
2014-04-21,0.053631421039235454
2014-04-22,0.04151176034272872
2014-04-23,0.031387575738708345
2014-04-24,0.02853148349818102
2014-04-25,0.025485406145388287
2014-04-28,0.02289003408820382
2014-04-29,0.024982891082142796
2014-04-30,0.03322981102719786
2014-05-05,0.029412704202435018
2014-05-06,0.029403726402952052
2014-05-07,0.02044486144508634
2014-05-08,0.020495223225754505
2014-05-09,0.015197931107778744
2014-05-12,0.02130354165163122
2014-05-13,0.021674590603543473
2014-05-14,0.018373630553651106
2014-05-15,0.01933888855094547
2014-05-16,0.018973581405023435
2014-05-19,0.017204790224720858
2014-05-20,0.019119424712500957
2014-05-21,0.025770476366802027
2014-05-22,0.02376407841913798
2014-05-23,0.022482080413351112
2014-05-26,0.027385517100592803
2014-05-27,0.024302276398549212
2014-05-28,0.018312651753522705
2014-05-29,0.01718489079323132
2014-05-30,0.022870952898332693
2014-06-03,0.01691266289536999
2014-06-04,0.022534411321242596
2014-06-05,0.02319957875889919
2014-06-06,0.03170911770213876
2014-06-09,0.02587779913449743
2014-06-10,0.02377808379616539
2014-06-11,0.020925336577981096
2014-06-12,0.019726962627768678
2014-06-13,0.012961066899491537
2014-06-16,0.017074220747356803
2014-06-17,0.017105686391478837
2014-06-18,0.012983798814710141
2014-06-19,0.015737177550778483
2014-06-20,0.018677582697955143
2014-06-23,0.01356515827281812
2014-06-24,0.011189704437934163
2014-06-25,0.011359559479282218
2014-06-26,0.009115237086292615
2014-06-27,0.009199510153490496
2014-06-30,0.011728585058793707
2014-07-01,0.011686312277936232
2014-07-02,0.016588845618252534
2014-07-03,0.01903648592386804
2014-07-04,0.022774101604256084
2014-07-07,0.020120393883935182
2014-07-08,0.02013264087220718
2014-07-09,0.016755267510239546
2014-07-10,0.014032927999699515
2014-07-11,0.012863378339178638
2014-07-14,0.01725193712298583
2014-07-15,0.017068976597061247
2014-07-16,0.016618260968148234
2014-07-17,0.021016072929834796
2014-07-18,0.01874862062446007
2014-07-21,0.019520270244911094
2014-07-22,0.027820895442410683
2014-07-23,0.029557413199079
2014-07-24,0.03639776798170008
2014-07-25,0.0371254463766929
2014-07-28,0.05621357894777395
2014-07-29,0.05147634677839573
2014-07-30,0.05006046056062086
2014-07-31,0.03934394903762028
2014-08-01,0.03461088944352504
2014-08-04,0.014732428283178063
2014-08-05,0.011062876401024909
2014-08-06,0.010666975173804235
2014-08-07,0.016199248825297333
2014-08-08,0.017854799190617134
2014-08-11,0.013295960017703225
2014-08-12,0.020984454243767554
2014-08-13,0.026936435212974022
2014-08-14,0.023630654712572394
2014-08-15,0.02180658009817261
2014-08-18,0.02732168836761609
2014-08-19,0.030400455298072778
2014-08-20,0.022792739881927114
2014-08-21,0.02374516272060344
2014-08-22,0.024143838563487834
2014-08-25,0.026419102883834967
2014-08-26,0.022525506747005156
2014-08-27,0.02233084104001242
2014-08-28,0.02374619339412031
2014-08-29,0.021914605271636127
2014-09-01,0.018519764985862077
2014-09-02,0.018032442439006553
2014-09-03,0.026761726778613295
2014-09-04,0.022420026734304807
2014-09-05,0.03283419553871387
2014-09-09,0.03402129486376132
2014-09-10,0.03310523368392882
2014-09-11,0.037273391697847914
2014-09-12,0.048943863421133146
2014-09-15,0.039487358540186514
2014-09-16,0.038592310955203234
2014-09-17,0.044382295983344845
2014-09-18,0.03652363889478176
2014-09-19,0.027219938847085134
2014-09-22,0.027868603036492245
2014-09-23,0.02866363284983363
2014-09-24,0.02124125746043179
2014-09-25,0.019744265242251605
2014-09-26,0.022867477904161437
2014-09-29,0.031398081300912345
2014-09-30,0.03460048685511283
2014-10-08,0.041299591258973034
2014-10-09,0.03867998084752712
2014-10-10,0.03356542425057144
2014-10-13,0.03735410722642277
2014-10-14,0.0368884165675899
2014-10-15,0.02917710479102467
2014-10-16,0.03099003793304922
2014-10-17,0.035676345761824026
2014-10-20,0.0354818903441118
2014-10-21,0.02758052960780842
2014-10-22,0.025939973339716215
2014-10-23,0.028288153765134272
2014-10-24,0.022541615582040736
2014-10-27,0.022511434246045802
2014-10-28,0.022629877897547605
2014-10-29,0.03394513223228397
2014-10-30,0.03058904905645694
2014-10-31,0.0345098925522395
2014-11-03,0.04216843611844315
2014-11-04,0.04293162505158543
2014-11-05,0.03311151009440828
2014-11-06,0.03276684707622699
2014-11-07,0.030542551394868327
2014-11-10,0.01446569386414903
2014-11-11,0.02874977587913778
2014-11-12,0.029878385396487538
2014-11-13,0.03235972312764088
2014-11-14,0.03212676359896157
2014-11-17,0.045130117086671875
2014-11-18,0.03718212223179261
2014-11-19,0.036662515884750946
2014-11-20,0.03628179780476795
2014-11-21,0.03471310747356296
2014-11-24,0.048173526800702686
2014-11-25,0.050656005215775075
2014-11-26,0.07688206158370633
2014-11-27,0.08087798407023908
2014-11-28,0.08202227040433524
2014-12-01,0.06301061140127602
2014-12-02,0.06214396869999947
