date,FCT_Demark_Vol_Dfive
2013-09-06,
2013-09-09,
2013-09-10,
2013-09-11,
2013-09-12,
2013-09-13,0.10085529964678752
2013-09-16,0.23201934054126655
2013-09-17,0.8145941921072226
2013-09-18,0.5266091231279296
2013-09-23,0.48635307781649245
2013-09-24,0.47624586435070304
2013-09-25,0.5561744153064645
2013-09-26,0.13576301925900336
2013-09-27,0.2509778877624331
2013-09-30,0.31073334651116824
2013-10-08,0.3512064343163539
2013-10-09,0.0
2013-10-10,0.0
2013-10-11,0.0706401766004415
2013-10-14,0.3294392523364486
2013-10-15,0.4631628343500704
2013-10-16,0.7649310872894334
2013-10-17,0.5141533710756562
2013-10-18,0.4148737137511693
2013-10-21,0.30092204526404026
2013-10-22,0.47418827376781125
2013-10-23,0.2957910014513788
2013-10-24,0.6226685796269728
2013-10-25,0.8876043673731535
2013-10-28,0.6388349514563106
2013-10-29,0.6404059932334462
2013-10-30,0.5051467784979031
2013-10-31,0.5079605761940864
2013-11-01,0.4177718832891247
2013-11-04,0.5697716563972454
2013-11-05,0.46045454545454545
2013-11-06,0.5149974580579563
2013-11-07,0.7538699690402477
2013-11-08,0.6613852421910367
2013-11-11,0.6926869350862778
2013-11-12,0.7560339204174821
2013-11-13,0.6085586768180625
2013-11-14,0.44316730523627074
2013-11-15,0.5537190082644629
2013-11-18,0.4370406663400294
2013-11-19,0.12021439509954059
2013-11-20,0.672538860103627
2013-11-21,0.46061036195883603
2013-11-22,0.2810353935552034
2013-11-25,0.20516775935210183
2013-11-26,0.11321392362284556
2013-11-27,0.28927410617551463
2013-11-28,0.32952792348040727
2013-11-29,0.5786652372018226
2013-12-02,0.5370646766169154
2013-12-03,0.7184381778741865
2013-12-04,0.6314012380416432
2013-12-05,0.6718421052631579
2013-12-06,0.3275089605734767
2013-12-09,0.45263157894736844
2013-12-10,0.4589963280293758
2013-12-11,0.5680196801968019
2013-12-12,0.5659911023232822
2013-12-13,0.7192211055276382
2013-12-16,0.5041831792162044
2013-12-17,0.3964084695792013
2013-12-18,0.30493827160493825
2013-12-19,0.3287630402384501
2013-12-20,0.31451382948388934
2013-12-23,0.7304616971885478
2013-12-24,0.6771610052471693
2013-12-25,0.4431063122923588
2013-12-26,0.36415332771693343
2013-12-27,0.49163018284831317
2013-12-30,0.10678733031674208
2013-12-31,0.41064033131570565
2014-01-02,0.5688437775816416
2014-01-03,0.7685352622061483
2014-01-06,0.5544469783352337
2014-01-07,0.601478837327894
2014-01-08,0.44542974079126874
2014-01-09,0.5858882822343553
2014-01-10,0.3540215326155795
2014-01-13,0.28520408163265304
2014-01-14,0.058437294812869335
2014-01-15,0.6280520889853499
2014-01-16,0.40821566110397944
2014-01-17,0.39384288747346075
2014-01-20,0.5075239398084815
2014-01-21,0.6494726433750824
2014-01-22,0.360748843079512
2014-01-23,0.5143971205758848
2014-01-24,0.4802576309157099
2014-01-27,0.6392141297876562
2014-01-28,0.3495010443258297
2014-01-29,0.3724035608308605
2014-01-30,0.36289156626506025
2014-02-07,0.4684596577017115
2014-02-10,0.3038744796669869
2014-02-11,0.5767176931292275
2014-02-12,0.582314881380302
2014-02-13,0.6033519553072626
2014-02-14,0.5620888157894737
2014-02-17,0.46536144578313254
2014-02-18,0.5089903181189488
2014-02-19,0.6069268829026938
2014-02-20,0.5948275862068966
2014-02-21,0.38078005629272216
2014-02-24,0.44881889763779526
2014-02-25,0.441826748822037
2014-02-26,0.4272695408342096
2014-02-27,0.638758231420508
2014-02-28,0.7077831827658095
2014-03-03,0.6002944423997055
2014-03-04,0.5175477565526433
2014-03-05,0.7846062052505967
2014-03-06,0.5068531468531469
2014-03-07,0.41674333026678934
2014-03-10,0.5207112970711297
2014-03-11,0.43911439114391143
2014-03-12,0.22972972972972974
2014-03-13,0.43025210084033616
2014-03-14,0.5167541380702463
2014-03-17,0.2903225806451613
2014-03-18,0.549671772428884
2014-03-19,0.5105118829981719
2014-03-20,0.35392953929539295
2014-03-21,0.4013521819299324
2014-03-24,0.36037527593818985
2014-03-25,0.40072388831437433
2014-03-26,0.35052012663952964
2014-03-27,0.35052012663952964
2014-03-28,0.3692234397332063
2014-03-31,0.48933649289099523
2014-04-01,0.5460768825697736
2014-04-02,0.7420427553444181
2014-04-03,0.8139329805996472
2014-04-04,0.6157438292194797
2014-04-08,0.5700222292791363
2014-04-09,0.3845454545454545
2014-04-10,0.2556349642660803
2014-04-11,0.1600496277915633
2014-04-14,0.7221458046767538
2014-04-15,0.42962356792144024
2014-04-16,0.609304932735426
2014-04-17,0.7815731745534316
2014-04-18,0.5031223980016652
2014-04-21,0.42281219272369713
2014-04-22,0.5365500103541105
2014-04-23,0.44256831815152187
2014-04-24,0.1305119857946138
2014-04-25,0.3375796178343949
2014-04-28,0.44166666666666665
2014-04-29,0.3283208020050125
2014-04-30,0.485024154589372
2014-05-05,0.524008350730689
2014-05-06,0.7367205542725174
2014-05-07,0.5569620253164557
2014-05-08,0.5049180327868853
2014-05-09,0.658150064683053
2014-05-12,0.5732394366197183
2014-05-13,0.38905109489051093
2014-05-14,0.554625550660793
2014-05-15,0.5042050460552663
2014-05-16,0.11782661782661782
2014-05-19,0.5981012658227848
2014-05-20,0.6790289952798382
2014-05-21,0.5221295702373316
2014-05-22,0.7345231455660903
2014-05-23,0.602745995423341
2014-05-26,0.30975877192982454
2014-05-27,0.6410037068719704
2014-05-28,0.7577092511013216
2014-05-29,0.7387173396674585
2014-05-30,0.7779321845469706
2014-06-03,0.8875103391232424
2014-06-04,0.8734883720930232
2014-06-05,0.9322371699053313
2014-06-06,0.5058944610778443
2014-06-09,0.46257164855847377
2014-06-10,0.5192837465564738
2014-06-11,0.4025589823237926
2014-06-12,0.16777021355963817
2014-06-13,0.4156087709174841
2014-06-16,0.5521274792337685
2014-06-17,0.4586065573770492
2014-06-18,0.49403973509933774
2014-06-19,0.48768794944432337
2014-06-20,0.3895092183848351
2014-06-23,0.2736790844898953
2014-06-24,0.0956884561891516
2014-06-25,0.20097388224878265
2014-06-26,0.3971868720696584
2014-06-27,0.16054158607350097
2014-06-30,0.48580199539524177
2014-07-01,0.8630323679727427
2014-07-02,0.7427958307786634
2014-07-03,0.7171114599686028
2014-07-04,0.8754679311205391
2014-07-07,0.5297608953705274
2014-07-08,0.2828749711116247
2014-07-09,0.293314162473041
2014-07-10,0.31781663516068054
2014-07-11,0.06052717214448422
2014-07-14,0.28968713789107764
2014-07-15,0.762384550797649
2014-07-16,1.0
2014-07-17,1.0
2014-07-18,1.0
2014-07-21,0.5301596688350089
2014-07-22,0.5042121684867394
2014-07-23,0.3661048689138577
2014-07-24,0.4200456881781839
2014-07-25,0.3716197379425704
2014-07-28,0.6097895699908509
2014-07-29,0.5292494481236203
2014-07-30,0.5090233545647559
2014-07-31,0.5576279292204687
2014-08-01,0.5420734542073454
2014-08-04,0.4267935578330893
2014-08-05,0.45944080082844324
2014-08-06,0.7698030634573304
2014-08-07,0.41460124768167256
2014-08-08,0.41258389261744965
2014-08-11,0.5139654865682263
2014-08-12,0.49388662467580585
2014-08-13,0.40205734296344936
2014-08-14,0.8644656820156386
2014-08-15,0.7414307004470939
2014-08-18,0.5443126308443824
2014-08-19,0.6340711683945083
2014-08-20,0.43044047099869165
2014-08-21,0.30140946873870617
2014-08-22,0.3046018991964938
