date,FCT_Ac_Tr_1@5
2010-01-04,0.0
2010-01-05,0.0
2010-01-06,0.0
2010-01-07,0.0
2010-01-08,0.0
2010-01-11,
2010-01-12,
2010-01-13,
2010-01-14,
2010-01-15,
2010-01-18,
2010-01-19,
2010-01-20,
2010-01-21,
2010-01-22,
2010-01-25,
2010-01-26,
2010-01-27,
2010-01-28,
2010-01-29,
2010-02-01,
2010-02-02,
2010-02-03,
2010-02-04,0.26736111111110916
2010-02-05,0.2380208333333258
2010-02-08,0.4532774390243939
2010-02-09,0.6495098039215681
2010-02-10,0.6395756457564568
2010-02-11,0.7090384615384575
2010-02-12,0.7434210526315803
2010-02-22,0.5441011235955059
2010-02-23,0.5330388692579532
2010-02-24,0.5292883211678944
2010-02-25,0.36171617161716557
2010-02-26,0.2786195286195275
2010-03-01,0.1696494464944647
2010-03-02,-0.040789473684212346
2010-03-03,-0.15452898550724914
2010-03-04,-0.2549595141700417
2010-03-05,-0.13800675675675997
2010-03-08,-0.136415094339618
2010-03-09,-0.057276119402986984
2010-03-10,0.0029116465863507413
2010-03-11,-0.015016233766236472
2010-03-12,-0.15484189723320887
2010-03-15,-0.3723540145985462
2010-03-16,-0.6731075697211105
2010-03-17,-0.74147509578544
2010-03-18,-0.8982412060301372
2010-03-19,-0.6879533678756362
2010-03-22,-0.2816473988439196
2010-03-23,0.14775280898876675
2010-03-24,0.21329479768785148
2010-03-25,0.27948717948716406
2010-03-26,0.1498387096774274
2010-03-29,0.06199324324323259
2010-03-30,-0.06439393939394009
2010-03-31,-0.041959798994977864
2010-04-01,-0.09856459330144832
2010-04-02,-0.011014851485133894
2010-04-06,0.055291005291007354
2010-04-07,0.29812138728323095
2010-04-08,0.5146892655367167
2010-04-09,0.7479532163742687
2010-04-12,0.768333333333331
2010-04-13,0.554064039408874
2010-04-14,0.4442546583850998
2010-04-15,0.15506993006991693
2010-04-16,-0.08759541984733
2010-04-19,-0.3949685534591307
2010-04-20,-0.5110344827586204
2010-04-21,-0.5748299319727653
2010-04-22,-0.610387323943661
2010-04-23,-0.4648437499999953
2010-04-26,-0.2046511627907091
2010-04-27,0.16438848920862204
2010-04-28,0.1693369460364365
2010-04-29,0.10828155271252464
