date,FCT_Demark_Ref_1@10
2013-10-09,
2013-10-10,
2013-10-11,
2013-10-14,
2013-10-15,
2013-10-16,
2013-10-17,
2013-10-18,
2013-10-21,
2013-10-22,
2013-10-23,
2013-10-24,0.3088235294117647
2013-10-25,0.5128205128205128
2013-10-28,0.4482758620689655
2013-10-29,0.2532467532467532
2013-10-30,0.24183006535947713
2013-10-31,0.31843575418994413
2013-11-01,0.33727810650887574
2013-11-04,0.34210526315789475
2013-11-05,0.27325581395348836
2013-11-06,0.2640449438202247
2013-11-07,0.27976190476190477
2013-11-08,0.1951219512195122
2013-11-11,0.19753086419753085
2013-11-12,0.38823529411764707
2013-11-13,0.4631578947368421
2013-11-14,0.35294117647058826
2013-11-15,0.40540540540540543
2013-11-18,0.3728813559322034
2013-11-19,0.5
2013-11-20,0.5138888888888888
2013-11-21,0.573170731707317
2013-11-22,0.6056338028169014
2013-11-25,0.7560975609756098
2013-11-26,0.7777777777777778
2013-11-27,0.8290598290598291
2013-11-28,0.7886178861788617
2013-11-29,0.7338709677419355
2013-12-02,0.7983193277310925
2013-12-03,0.7757009345794392
2013-12-04,0.8360655737704918
2013-12-05,0.8230088495575221
2013-12-06,0.8303571428571429
2013-12-09,0.7747747747747747
2013-12-10,0.7685185185185185
2013-12-11,0.6428571428571429
2013-12-12,0.7377049180327869
2013-12-13,0.803030303030303
2013-12-16,0.5051546391752577
2013-12-17,0.48936170212765956
2013-12-18,0.34615384615384615
2013-12-19,0.30952380952380953
2013-12-20,0.36046511627906974
2013-12-23,0.25675675675675674
2013-12-24,0.18055555555555555
2013-12-25,0.20270270270270271
2013-12-26,0.3058823529411765
2013-12-27,0.1782178217821782
2013-12-30,0.2608695652173913
2013-12-31,0.32
2014-01-02,0.2926829268292683
2014-01-03,0.3
2014-01-06,0.21348314606741572
2014-01-07,0.28888888888888886
2014-01-08,0.27956989247311825
2014-01-09,0.21428571428571427
2014-01-10,0.2605042016806723
2014-01-13,0.3263157894736842
2014-01-14,0.37755102040816324
2014-01-15,0.42452830188679247
2014-01-16,0.5446428571428571
2014-01-17,0.7245508982035929
2014-01-20,0.7707006369426752
2014-01-21,0.7215189873417721
2014-01-22,0.7549668874172185
2014-01-23,0.8805970149253731
2014-01-24,0.8620689655172413
2014-01-27,0.8991596638655462
2014-01-28,0.8916666666666667
2014-01-29,0.8796296296296297
2014-01-30,0.7117117117117117
2014-02-07,0.6144578313253012
2014-02-10,0.6455696202531646
2014-02-11,0.7195121951219512
2014-02-12,0.7195121951219512
2014-02-13,0.41044776119402987
2014-02-14,0.3125
2014-02-17,0.34074074074074073
2014-02-18,0.3105040090320312
2014-02-19,0.30548892828588314
2014-02-20,0.3365945154856661
2014-02-21,0.22039799382882627
2014-02-24,0.22039799382882627
2014-02-25,0.19734283923593804
2014-02-26,0.19734283923593804
2014-02-27,0.19897714226072327
2014-02-28,0.24121597217269555
2014-03-03,0.03846153846153512
2014-03-04,0.08510638297872108
2014-03-05,0.08080808080807866
2014-03-06,0.12621359223301123
2014-03-07,0.14444444444444643
2014-03-10,0.18947368421052543
2014-03-11,0.13138686131386818
2014-03-12,0.13138686131386818
2014-03-13,0.19999999999999946
2014-03-14,0.19999999999999946
2014-03-17,0.18181818181818116
2014-03-18,0.2079207920792044
2014-03-19,0.2187499999999962
2014-03-20,0.2718446601941715
2014-03-21,0.333333333333329
2014-03-24,0.2653061224489777
2014-03-25,0.5081967213114718
2014-03-26,0.571428571428569
2014-03-27,0.6349206349206373
2014-03-28,0.6060606060606071
2014-03-31,0.2919708029197065
2014-04-01,0.4156626506024113
2014-04-02,0.4058823529411784
2014-04-03,0.3212121212121228
2014-04-04,0.2688172043010772
2014-04-08,0.28409090909091084
2014-04-09,0.3571428571428591
2014-04-10,0.3262032085561517
2014-04-11,0.32446808510638364
2014-04-14,0.34042553191489383
2014-04-15,0.6923076923076913
2014-04-16,0.5925925925925897
2014-04-17,0.556521739130431
2014-04-18,0.571428571428568
2014-04-21,0.6956521739130399
2014-04-22,0.6228070175438577
2014-04-23,0.5168539325842674
2014-04-24,0.5222222222222201
2014-04-25,0.6161616161616152
2014-04-28,0.6161616161616171
2014-04-29,0.40000000000000374
2014-04-30,0.3906250000000058
