date,FCT_Cmf_1@10
2015-03-27,
2015-03-30,
2015-03-31,
2015-04-01,
2015-04-02,
2015-04-03,
2015-04-07,
2015-04-08,
2015-04-09,
2015-04-10,0.06609505875106389
2015-04-13,0.03302443739084518
2015-04-14,-0.21899821893168056
2015-04-15,-0.13537510105091058
2015-04-16,-0.06302798344069185
2015-04-17,-0.27522755871527266
2015-04-20,-0.3667677199045915
2015-04-21,-0.34198700792222364
2015-04-22,-0.27958839318698336
2015-04-23,-0.26620649269885693
2015-04-24,-0.21922696685959023
2015-04-27,0.07653145027227785
2015-04-28,0.07298312557666053
2015-04-29,-0.04500358811454495
2015-04-30,-0.04213202452674715
2015-05-04,0.04658566497568348
2015-05-05,0.0788889948597584
2015-05-06,0.2577637761329255
2015-05-07,-0.01872399548319572
2015-05-08,-0.024041228959500657
2015-05-11,0.012443760909457575
2015-05-12,-0.12383561386380411
2015-05-13,-0.10327954609737451
2015-05-14,-0.09373605329543062
2015-05-15,-0.1068107153787047
2015-05-18,-0.10394527371516224
2015-05-19,-0.12495458927809068
2015-05-20,-0.28216278647980075
2015-05-21,0.009893180498800242
2015-05-22,-0.009522512877491006
2015-05-25,-0.11621822356457595
2015-05-26,-0.08179775886875996
2015-05-27,-0.1319003569311232
2015-05-28,-0.06959548529660975
2015-05-29,-0.07536367159953544
2015-06-01,-0.08718221207418005
2015-06-02,-0.04706612348996738
2015-06-03,-0.040499698662667276
2015-06-04,-0.22880874266066578
2015-06-05,-0.23659632243855452
2015-06-08,-0.139238423350604
2015-06-09,-0.08591636766188308
2015-06-10,0.08632215789807234
2015-06-11,-0.07202604227046829
2015-06-12,-0.09906625794332678
2015-06-15,-0.1919908884645852
2015-06-16,-0.30804344579188125
2015-06-17,-0.2984924487146278
2015-06-18,-0.18612079153854139
2015-06-19,-0.073031931404191
2015-06-23,-0.13647432065649778
2015-06-24,-0.13395100247255062
2015-06-25,-0.1949534207583917
2015-06-26,-0.19668083924381868
2015-06-29,-0.035241674238878314
2015-06-30,-0.11759118006569952
2015-07-01,-0.027922752055835883
2015-07-02,-0.018736621952980235
2015-07-03,-0.08850242496803568
2015-07-06,-0.1672729815996184
2015-07-07,-0.165165563106043
2015-07-08,-0.1952441536586195
2015-07-09,-0.22702657646678043
2015-07-10,-0.18947132157436722
2015-07-13,-0.2607435532484946
2015-07-14,0.17766660018655475
2015-07-15,0.1372383703434287
2015-07-16,0.12441129615567775
2015-07-17,0.33366114848978307
2015-07-20,-0.04069809559603263
2015-07-21,-0.19629103018714644
2015-07-22,-0.2661583899472958
2015-07-23,-0.1641241662799212
2015-07-24,-0.21921201611324523
2015-07-27,-0.2622977945287264
2015-07-28,-0.1726936643429969
2015-07-29,-0.1258958649333952
2015-07-30,-0.22557915050903177
2015-07-31,-0.29562810925795907
2015-08-03,-0.32401563877216416
2015-08-04,-0.1937742236018549
2015-08-05,-0.1410265461499937
2015-08-06,-0.2250333091341768
2015-08-07,-0.1686039447364911
2015-08-10,-0.05505064166634379
2015-08-11,-0.19318734876443458
2015-08-12,-0.21983154828201437
2015-08-13,-0.11759238821273249
2015-08-14,-0.14654533620109553
2015-08-17,-0.06398672141408528
2015-08-18,-0.21480262024297003
2015-08-19,-0.1067069957570027
2015-08-20,-0.15172501808978242
2015-08-21,-0.22512934656073702
2015-08-24,-0.425849055360265
2015-08-25,-0.3962452555361734
2015-08-26,-0.5825479376025539
2015-08-27,-0.47908839778436735
2015-08-28,-0.39344017598159836
2015-08-31,-0.3929615164334481
2015-09-01,-0.40333129614490537
2015-09-02,-0.5230485829626158
2015-09-07,-0.476687151542189
2015-09-08,-0.3966565576110647
2015-09-09,-0.20481701785736217
2015-09-10,-0.15478081822751927
2015-09-11,-0.026210623408291365
2015-09-14,-0.2821601443118487
2015-09-15,-0.3798464082210594
2015-09-16,-0.12240396125406766
2015-09-17,-0.18489107118482334
2015-09-18,-0.2413822965756864
2015-09-21,-0.20141108351345252
2015-09-22,-0.33770736292243597
2015-09-23,-0.18119095934287638
2015-09-24,-0.25495219622002163
2015-09-25,-0.2281591488988908
2015-09-28,-0.19960836227366724
2015-09-29,-0.07299512529544781
2015-09-30,-0.1954737122654047
2015-10-08,-0.19196150156452377
2015-10-09,0.030499444302027293
2015-10-12,-0.04606932675196884
2015-10-13,-0.13367918907551452
2015-10-14,-0.28461610562225037
2015-10-15,-0.1576135133244488
2015-10-16,-0.16484737463760443
2015-10-19,-0.15993204374065487
2015-10-20,-0.16300911526649126
2015-10-21,-0.2235580116367367
2015-10-22,-0.17939048343154293
