date,Amihud@40
2010-01-04,
2010-01-05,
2010-01-06,
2010-01-07,
2010-01-08,
2010-01-11,
2010-01-12,
2010-01-13,
2010-01-14,
2010-01-15,
2010-01-18,
2010-01-19,
2010-01-20,
2010-01-21,
2010-01-22,
2010-01-25,
2010-01-26,
2010-01-27,
2010-01-28,
2010-01-29,
2010-02-01,
2010-02-02,
2010-02-03,
2010-02-04,
2010-02-05,
2010-02-08,
2010-02-09,
2010-02-10,
2010-02-11,
2010-02-12,
2010-02-22,
2010-02-23,
2010-02-24,
2010-02-25,
2010-02-26,
2010-03-01,
2010-03-02,
2010-03-03,
2010-03-04,
2010-03-05,
2010-03-08,0.23188619095410584
2010-03-09,0.2322560032897026
2010-03-10,0.23217934410509367
2010-03-11,0.23215488991798136
2010-03-12,0.23051852845731538
2010-03-15,0.23180346471200855
2010-03-16,0.22023683709370254
2010-03-17,0.21238430099890582
2010-03-18,0.19126679266934138
2010-03-19,0.18778144805294303
2010-03-22,0.1664011754680777
2010-03-23,0.16706673746154918
2010-03-24,0.16974978441786492
2010-03-25,0.1735598195922206
2010-03-26,0.1820631382649233
2010-03-29,0.18427117532114146
2010-03-30,0.200597076568568
2010-03-31,0.21372249054419004
2010-04-01,0.20794142069820182
2010-04-02,0.20556077620275195
2010-04-06,0.20295416973495822
2010-04-07,0.2037804376058648
2010-04-08,0.19664583472612804
2010-04-09,0.19850079768618878
2010-04-12,0.19343866279174057
2010-04-13,0.19125884774187932
2010-04-14,0.19050046196789677
2010-04-15,0.18935121117403164
2010-04-16,0.18636793967024345
2010-04-19,0.17602399202478486
2010-04-20,0.16924065514406839
2010-04-21,0.17098667610797097
2010-04-22,0.17209796563767846
2010-04-23,0.16736692756464625
2010-04-26,0.16222727587361027
2010-04-27,0.16833026031834758
2010-04-28,0.16703246650227224
2010-04-29,0.16513407533877109
2010-04-30,0.1623221931268694
2010-05-04,0.16145658327331663
2010-05-05,0.15790548486361156
2010-05-06,0.16201711294913224
2010-05-07,0.16160339388530298
2010-05-10,0.159283158334242
2010-05-11,0.15991980705194206
2010-05-12,0.15578424605957839
2010-05-13,0.15479560889213884
2010-05-14,0.15113638631389778
2010-05-17,0.16071513187245864
2010-05-18,0.1587231365797864
2010-05-19,0.1587438429998605
2010-05-20,0.16211509408207195
2010-05-21,0.15831316135939316
2010-05-24,0.15878079751178464
2010-05-25,0.15200206970955688
2010-05-26,0.14869514307758241
2010-05-27,0.13085117665501983
2010-05-28,0.11474440522686324
2010-05-31,0.11794192795169489
2010-06-01,0.12364673963938284
2010-06-02,0.12123907494339015
2010-06-03,0.12196168158709746
2010-06-04,0.1210552026383644
2010-06-07,0.12566441041184442
2010-06-08,0.13144130129089593
2010-06-09,0.13118736669852155
2010-06-10,0.12999586747323227
2010-06-11,0.12871366307018217
2010-06-17,0.1287163864139357
2010-06-18,0.13024126981423098
2010-06-21,0.1361731790038072
2010-06-22,0.13842601652322412
2010-06-23,0.13817245140242754
2010-06-24,0.1363349967989966
2010-06-25,0.14006898731455314
2010-06-28,0.13545691580020058
2010-06-29,0.13831105696825532
2010-06-30,0.1382757958419162
2010-07-01,0.1406966513286198
2010-07-02,0.14454919946123337
2010-07-05,0.14407407984001636
2010-07-06,0.14346327202300896
2010-07-07,0.15172616391090787
2010-07-08,0.15241646963101882
2010-07-09,0.1527533111648593
2010-07-12,0.1508263347868042
2010-07-13,0.15579291672380483
2010-07-14,0.15527832721210277
2010-07-15,0.15465615220882542
2010-07-16,0.1521473472646694
2010-07-19,0.1565682492408203
2010-07-20,0.16081530051381332
2010-07-21,0.16211708146280096
2010-07-22,0.16138412063887858
2010-07-23,0.17218675787516338
2010-07-26,0.17721326109675223
2010-07-27,0.185246333086291
2010-07-28,0.19844848978978388
2010-07-29,0.1947773144556752
2010-07-30,0.1952995448843593
2010-08-02,0.23179422907290262
2010-08-03,0.26421862519644695
2010-08-04,0.26339307024191533
2010-08-05,0.2634566585091378
2010-08-06,0.2729296129760816
2010-08-09,0.28155639352152645
2010-08-10,0.28784035751817927
2010-08-11,0.29079099528514624
2010-08-12,0.30204102332747157
2010-08-13,0.3147084809808688
2010-08-16,0.313242195310447
2010-08-17,0.30917217470324654
2010-08-18,0.3093431776361411
2010-08-19,0.31514515275830535
2010-08-20,0.32428532199648946
2010-08-23,0.3297590858964539
2010-08-24,0.32443522239852063
2010-08-25,0.33122812301279747
2010-08-26,0.32444289133455406
2010-08-27,0.3188680951078604
2010-08-30,0.3188251331394086
2010-08-31,0.3268165409051618
2010-09-01,0.3270734301706558
2010-09-02,0.33161000547853814
2010-09-03,0.3333154246730424
2010-09-06,0.3394198566649927
2010-09-07,0.3350102914150009
2010-09-08,0.33200649062924775
2010-09-09,0.327331048702633
2010-09-10,0.33127446594349524
2010-09-13,0.3283530425462249
2010-09-14,0.3217624653305733
2010-09-15,0.3203604015109158
2010-09-16,0.3171300246240566
2010-09-17,0.30470562970971343
2010-09-20,0.30112696869668804
2010-09-21,0.28968684615877743
2010-09-27,0.28685058287635673
2010-09-28,0.2876390820559302
2010-09-29,0.2817654850513533
2010-09-30,0.24472221906528732
2010-10-08,0.21053912019363683
2010-10-11,0.21572123000876103
2010-10-12,0.21574731518585807
2010-10-13,0.20266894304991917
2010-10-14,0.19389976846323734
2010-10-15,0.19496495765141517
2010-10-18,0.20276052760541322
2010-10-19,0.19287286537001408
2010-10-20,0.18082018136274647
2010-10-21,0.1758054842282645
2010-10-22,0.17936051437198655
2010-10-25,0.1820142328675551
2010-10-26,0.17847600208461212
2010-10-27,0.16787078412863354
2010-10-28,0.16487530389814467
2010-10-29,0.16667520315413428
2010-11-01,0.16461909006517425
2010-11-02,0.16468646424521075
2010-11-03,0.16630598841796648
2010-11-04,0.1807628647579011
2010-11-05,0.19676883514006596
2010-11-08,0.1887699852480805
2010-11-09,0.20085886431950337
2010-11-10,0.19732913598678334
2010-11-11,0.1953776660063107
2010-11-12,0.22722647179541536
2010-11-15,0.22946484738258555
2010-11-16,0.2245476476177805
2010-11-17,0.2235792183158611
2010-11-18,0.2260402009455168
2010-11-19,0.22420538897422498
2010-11-22,0.22479322821542336
2010-11-23,0.22577943334956047
2010-11-24,0.22674133428758883
2010-11-25,0.2256459038853856
2010-11-26,0.22874059664497998
2010-11-29,0.21917556389925474
2010-11-30,0.22049684470918599
2010-12-01,0.21802276428905276
2010-12-02,0.21960088302630265
2010-12-03,0.21884796096689219
2010-12-06,0.21415007737285288
2010-12-07,0.20784634478201666
2010-12-08,0.20610634649312107
2010-12-09,0.20645421149947368
2010-12-10,0.1994235236256216
2010-12-13,0.19097405116166147
2010-12-14,0.1882089506292481
2010-12-15,0.18599070835795903
2010-12-16,0.18544221205698777
2010-12-17,0.18188184498766308
2010-12-20,0.1755254136070346
