date,FCT_Br_1@5
2010-01-04,
2010-01-05,
2010-01-06,
2010-01-07,
2010-01-08,-0.20467836257309951
2010-01-11,-0.0673575129533688
2010-01-12,-0.3757225433526017
2010-01-13,-0.5319148936170219
2010-01-14,-0.2960000000000008
2010-01-15,-0.1456310679611615
2010-01-18,-0.5416666666666613
2010-01-19,-0.35844404516780193
2010-01-20,0.034122205106660565
2010-01-21,-0.1789952653262044
2010-01-22,-0.2884287790793352
2010-01-25,-0.18811881188119503
2010-01-26,-0.34545454545455007
2010-01-27,-0.42342342342342476
2010-01-28,-0.5905511811023616
2010-01-29,-0.7068965517241353
2010-02-01,-0.6799999999999985
2010-02-02,-0.44715447154471405
2010-02-03,-0.08029197080291822
2010-02-04,0.03278688524590359
2010-02-05,-0.023255813953488063
2010-02-08,0.11278195488721993
2010-02-09,0.04000000000000069
2010-02-10,-0.21568627450980654
2010-02-11,0.07070707070706635
2010-02-12,0.5505617977528049
2010-02-22,0.7623762376237563
2010-02-23,0.7021276595744634
2010-02-24,0.5454545454545422
2010-02-25,0.3269230769230738
2010-02-26,0.08737864077669996
2010-03-01,-0.23076923076922498
2010-03-02,-0.1752577319587571
2010-03-03,-0.029126213592228414
2010-03-04,-0.14563106796115868
2010-03-05,-0.1262135922330046
2010-03-08,-0.030927835051543756
2010-03-09,-0.033707865168536466
2010-03-10,-0.041666666666664624
2010-03-11,0.106382978723406
2010-03-12,0.2584269662921353
2010-03-15,-0.18750000000000014
2010-03-16,-0.17647058823529435
2010-03-17,0.0
2010-03-18,0.011235955056180478
2010-03-19,0.14851485148515128
2010-03-22,0.3333333333333384
2010-03-23,0.43209876543210124
2010-03-24,0.10144927536232172
2010-03-25,3.3419579109368034e-15
2010-03-26,-0.18518518518518431
2010-03-29,-0.01886792452830295
2010-03-30,-0.23809523809524166
2010-03-31,-0.2537313432835839
2010-04-01,-0.021333183495350922
2010-04-02,-0.11765952187577733
2010-04-06,0.11887112902969482
2010-04-07,0.5219933139008297
2010-04-08,0.5903614457831353
2010-04-09,0.6179775280898906
2010-04-12,0.727272727272728
2010-04-13,0.4883720930232552
2010-04-14,0.40740740740740866
2010-04-15,0.6629213483146069
2010-04-16,0.3626373626373674
2010-04-19,0.021276595744689073
2010-04-20,0.19101123595506275
2010-04-21,-0.043478260869560345
2010-04-22,-0.5365853658536566
2010-04-23,-0.32432432432432484
2010-04-26,0.0461538461538436
2010-04-27,-0.43902439024390183
2010-04-28,-0.5581395348837214
2010-04-29,-0.34939759036144663
2010-04-30,-0.3333333333333351
2010-05-04,-0.5476190476190474
2010-05-05,-0.5000000000000014
2010-05-06,-0.3650793650793679
2010-05-07,-0.2705882352941197
2010-05-10,-0.3465346534653472
2010-05-11,-0.3214285714285695
2010-05-12,-0.23966942148760162
2010-05-13,-0.18699186991869488
2010-05-14,-0.3999999999999931
2010-05-17,-0.7333333333333287
2010-05-18,-0.5147928994082818
2010-05-19,-0.47777777777777475
2010-05-20,-0.3439153439153417
2010-05-21,-0.31999999999999934
2010-05-24,0.18749999999999964
2010-05-25,0.03546099290780081
2010-05-26,0.18333333333333138
2010-05-27,0.11666666666666342
2010-05-28,0.37735849056603654
2010-05-31,0.0
2010-06-01,-0.22935779816513674
2010-06-02,-0.36585365853658225
2010-06-03,-0.3559322033898266
2010-06-04,-0.565217391304346
2010-06-07,-0.7191011235955049
2010-06-08,-0.273743016759776
2010-06-09,-0.19047619047619213
2010-06-10,-0.2800000000000033
2010-06-11,-0.13636363636363932
2010-06-17,0.5833333333333292
2010-06-18,0.1999999999999964
2010-06-21,0.555555555555553
2010-06-22,0.4393939393939397
2010-06-23,0.22388059701492863
2010-06-24,0.1791044776119429
2010-06-25,0.20312500000000053
2010-06-28,-0.28735632183908477
2010-06-29,-0.3263157894736846
2010-06-30,-0.311111111111114
2010-07-01,-0.6046511627906984
2010-07-02,-0.4065934065934057
2010-07-05,-0.5609756097560942
2010-07-06,-0.5466666666666672
2010-07-07,-0.5405405405405428
2010-07-08,-0.20930232558140105
2010-07-09,-0.19480519480519745
2010-07-12,-0.047619047619049906
2010-07-13,0.15068493150684528
2010-07-14,0.4722222222222194
2010-07-15,0.09677419354839199
2010-07-16,-0.07692307692306896
2010-07-19,-0.24242424242423183
2010-07-20,0.11392405063292195
2010-07-21,-0.051282051282042586
2010-07-22,0.24324324324325275
2010-07-23,0.5434782608695686
2010-07-26,0.681818181818186
2010-07-27,0.3500000000000065
2010-07-28,0.36170212765957915
2010-07-29,0.27659574468085124
2010-07-30,-0.04225352112676119
2010-08-02,0.13580246913579974
2010-08-03,0.2087912087912063
2010-08-04,-0.017765148889964482
2010-08-05,-0.08451257049599514
2010-08-06,-0.00509815411660602
2010-08-09,-0.04575017653398158
2010-08-10,-0.08737864077669477
2010-08-11,0.05376344086021798
2010-08-12,-0.07692307692307615
2010-08-13,-0.030927835051543406
2010-08-16,-0.1132075471698071
2010-08-17,-0.09803921568627123
2010-08-18,-0.06194690265486264
2010-08-19,0.2962962962963027
2010-08-20,-0.10169491525423328
2010-08-23,-0.29999999999999655
2010-08-24,-0.3090909090909077
2010-08-25,-0.04999999999999904
2010-08-26,-0.18965517241379173
2010-08-27,-0.010309278350516052
2010-08-30,0.2708333333333315
2010-08-31,0.10000000000000092
2010-09-01,-0.01176470588235358
2010-09-02,0.1529411764705857
2010-09-03,0.11578947368421186
2010-09-06,0.20000000000000176
2010-09-07,0.5555555555555575
2010-09-08,0.5555555555555575
2010-09-09,0.09459459459459507
2010-09-10,0.25827814569536317
2010-09-13,0.24832214765100508
2010-09-14,0.14705882352941152
2010-09-15,0.13432835820895575
2010-09-16,0.689320388349515
2010-09-17,0.6288659793814458
2010-09-20,0.6000000000000031
2010-09-21,0.7204301075268813
2010-09-27,0.7719298245614027
2010-09-28,0.5963302752293568
2010-09-29,0.29133858267716434
2010-09-30,0.08064516129032306
2010-10-08,0.1404958677685949
2010-10-11,0.22388059701492527
2010-10-12,-0.006711409395971972
2010-10-13,0.34306569343065857
2010-10-14,0.5102040816326544
2010-10-15,0.20253164556962097
2010-10-18,-0.4213836477987401
2010-10-19,-0.15584415584415354
2010-10-20,-0.503030303030301
2010-10-21,-0.5512820512820504
2010-10-22,-0.2911392405063277
2010-10-25,0.21804511278195657
2010-10-26,0.2676056338028175
2010-10-27,0.43421052631578894
2010-10-28,0.46913580246913555
2010-10-29,0.32919254658385166
2010-11-01,0.31645569620253267
2010-11-02,0.24637681159420605
2010-11-03,0.5272727272727309
2010-11-04,0.5840000000000029
2010-11-05,0.9146341463414643
2010-11-08,0.630252100840337
2010-11-09,0.6534954407294837
2010-11-10,0.5515463917525775
2010-11-11,0.2661168463349653
2010-11-12,0.00231128892316644
2010-11-15,-0.1971314501087968
2010-11-16,-0.26377078596644465
